Train for 937 steps, validate for 117 steps
 19/937 [..............................] - ETA: 13:23 - loss: 6.4079e-04 - accuracy: 0.9996For batch 19, loss is  0.0000.
 20/937 [..............................] - ETA: 13:21 - loss: 6.0997e-04 - accuracy: 0.9996For batch 20, loss is  0.0026.
 21/937 [..............................] - ETA: 13:19 - loss: 7.0408e-04 - accuracy: 0.9996For batch 21, loss is  0.0000.
 22/937 [..............................] - ETA: 13:17 - loss: 6.7362e-04 - accuracy: 0.9996For batch 22, loss is  0.0003.
 23/937 [..............................] - ETA: 13:16 - loss: 6.5522e-04 - accuracy: 0.9997For batch 23, loss is  0.0004.
 24/937 [..............................] - ETA: 13:14 - loss: 6.4495e-04 - accuracy: 0.9997For batch 24, loss is  0.0000.
 25/937 [..............................] - ETA: 13:12 - loss: 6.2011e-04 - accuracy: 0.9997For batch 25, loss is  0.0000.
 26/937 [..............................] - ETA: 13:11 - loss: 5.9709e-04 - accuracy: 0.9997For batch 26, loss is  0.0001.
 27/937 [..............................] - ETA: 13:10 - loss: 5.7770e-04 - accuracy: 0.9997For batch 27, loss is  0.0004.
 28/937 [..............................] - ETA: 13:08 - loss: 5.7129e-04 - accuracy: 0.9997For batch 28, loss is  0.0004.
 29/937 [..............................] - ETA: 13:07 - loss: 5.6535e-04 - accuracy: 0.9997For batch 29, loss is  0.0028.
 30/937 [..............................] - ETA: 13:05 - loss: 6.3905e-04 - accuracy: 0.9997For batch 30, loss is  0.0001.
 31/937 [..............................] - ETA: 13:04 - loss: 6.2031e-04 - accuracy: 0.9997For batch 31, loss is  0.0000.
 32/937 [>.............................] - ETA: 13:03 - loss: 6.0173e-04 - accuracy: 0.9998For batch 32, loss is  0.0002.
 33/937 [>.............................] - ETA: 13:02 - loss: 5.9090e-04 - accuracy: 0.9998For batch 33, loss is  0.0001.
 34/937 [>.............................] - ETA: 13:00 - loss: 5.7549e-04 - accuracy: 0.9998For batch 34, loss is  0.0002.
 35/937 [>.............................] - ETA: 12:59 - loss: 5.6372e-04 - accuracy: 0.9998For batch 35, loss is  0.0001.
 36/937 [>.............................] - ETA: 12:58 - loss: 5.5080e-04 - accuracy: 0.9998For batch 36, loss is  0.0005.
 37/937 [>.............................] - ETA: 12:57 - loss: 5.4865e-04 - accuracy: 0.9998For batch 37, loss is  0.0004.
 38/937 [>.............................] - ETA: 12:56 - loss: 5.4517e-04 - accuracy: 0.9998For batch 38, loss is  0.0001.
 39/937 [>.............................] - ETA: 12:55 - loss: 5.3248e-04 - accuracy: 0.9998For batch 39, loss is  0.0001.
 40/937 [>.............................] - ETA: 12:53 - loss: 5.2248e-04 - accuracy: 0.9998For batch 40, loss is  0.0003.
 41/937 [>.............................] - ETA: 12:52 - loss: 5.1738e-04 - accuracy: 0.9998For batch 41, loss is  0.0002.
 42/937 [>.............................] - ETA: 12:51 - loss: 5.0958e-04 - accuracy: 0.9998For batch 42, loss is  0.0003.
 43/937 [>.............................] - ETA: 12:50 - loss: 5.0479e-04 - accuracy: 0.9998For batch 43, loss is  0.0010.
 44/937 [>.............................] - ETA: 12:49 - loss: 5.1653e-04 - accuracy: 0.9998For batch 44, loss is  0.0001.
 45/937 [>.............................] - ETA: 12:48 - loss: 5.0654e-04 - accuracy: 0.9998For batch 45, loss is  0.0005.
 46/937 [>.............................] - ETA: 12:47 - loss: 5.0630e-04 - accuracy: 0.9998For batch 46, loss is  0.0001.
 47/937 [>.............................] - ETA: 12:46 - loss: 4.9850e-04 - accuracy: 0.9998For batch 47, loss is  0.0000.
 48/937 [>.............................] - ETA: 12:45 - loss: 4.8876e-04 - accuracy: 0.9998For batch 48, loss is  0.0000.
 49/937 [>.............................] - ETA: 12:44 - loss: 4.7908e-04 - accuracy: 0.9998For batch 49, loss is  0.0002.
 50/937 [>.............................] - ETA: 12:43 - loss: 4.7371e-04 - accuracy: 0.9998For batch 50, loss is  0.0005.
 51/937 [>.............................] - ETA: 12:42 - loss: 4.7334e-04 - accuracy: 0.9998For batch 51, loss is  0.0001.
 52/937 [>.............................] - ETA: 12:41 - loss: 4.6610e-04 - accuracy: 0.9998For batch 52, loss is  0.0000.
 53/937 [>.............................] - ETA: 12:40 - loss: 4.5746e-04 - accuracy: 0.9999For batch 53, loss is  0.0000.
 54/937 [>.............................] - ETA: 12:39 - loss: 4.4966e-04 - accuracy: 0.9999For batch 54, loss is  0.0003.
 55/937 [>.............................] - ETA: 12:38 - loss: 4.4639e-04 - accuracy: 0.9999For batch 55, loss is  0.0013.
 56/937 [>.............................] - ETA: 12:37 - loss: 4.6089e-04 - accuracy: 0.9999For batch 56, loss is  0.0004.
 57/937 [>.............................] - ETA: 12:36 - loss: 4.5978e-04 - accuracy: 0.9999For batch 57, loss is  0.0004.
 58/937 [>.............................] - ETA: 12:35 - loss: 4.5942e-04 - accuracy: 0.9999For batch 58, loss is  0.0000.
 59/937 [>.............................] - ETA: 12:34 - loss: 4.5244e-04 - accuracy: 0.9999For batch 59, loss is  0.0002.
 60/937 [>.............................] - ETA: 12:33 - loss: 4.4827e-04 - accuracy: 0.9999For batch 60, loss is  0.0001.
 61/937 [>.............................] - ETA: 12:32 - loss: 4.4229e-04 - accuracy: 0.9999For batch 61, loss is  0.0000.
 62/937 [>.............................] - ETA: 12:31 - loss: 4.3584e-04 - accuracy: 0.9999For batch 62, loss is  0.0001.
 63/937 [=>............................] - ETA: 12:30 - loss: 4.3013e-04 - accuracy: 0.9999For batch 63, loss is  0.0001.
 64/937 [=>............................] - ETA: 12:29 - loss: 4.2430e-04 - accuracy: 0.9999For batch 64, loss is  0.0003.
 65/937 [=>............................] - ETA: 12:29 - loss: 4.2222e-04 - accuracy: 0.9999For batch 65, loss is  0.0000.
 66/937 [=>............................] - ETA: 12:28 - loss: 4.1634e-04 - accuracy: 0.9999For batch 66, loss is  0.0000.
 67/937 [=>............................] - ETA: 12:27 - loss: 4.1047e-04 - accuracy: 0.9999For batch 67, loss is  0.0000.
 68/937 [=>............................] - ETA: 12:26 - loss: 4.0507e-04 - accuracy: 0.9999For batch 68, loss is  0.0000.
 69/937 [=>............................] - ETA: 12:25 - loss: 3.9953e-04 - accuracy: 0.9999For batch 69, loss is  0.0000.
 70/937 [=>............................] - ETA: 12:24 - loss: 3.9425e-04 - accuracy: 0.9999For batch 70, loss is  0.0030.
 71/937 [=>............................] - ETA: 12:23 - loss: 4.3072e-04 - accuracy: 0.9998For batch 71, loss is  0.0000.
 72/937 [=>............................] - ETA: 12:22 - loss: 4.2498e-04 - accuracy: 0.9998For batch 72, loss is  0.0000.
 73/937 [=>............................] - ETA: 12:21 - loss: 4.1924e-04 - accuracy: 0.9998For batch 73, loss is  0.0001.
 74/937 [=>............................] - ETA: 12:20 - loss: 4.1532e-04 - accuracy: 0.9998For batch 74, loss is  0.0000.
 75/937 [=>............................] - ETA: 12:19 - loss: 4.0984e-04 - accuracy: 0.9998For batch 75, loss is  0.0001.
 76/937 [=>............................] - ETA: 12:18 - loss: 4.0552e-04 - accuracy: 0.9998For batch 76, loss is  0.0000.
 77/937 [=>............................] - ETA: 12:17 - loss: 4.0067e-04 - accuracy: 0.9998For batch 77, loss is  0.0000.
 78/937 [=>............................] - ETA: 12:17 - loss: 3.9610e-04 - accuracy: 0.9998For batch 78, loss is  0.0003.
 79/937 [=>............................] - ETA: 12:16 - loss: 3.9483e-04 - accuracy: 0.9999For batch 79, loss is  0.0001.
 80/937 [=>............................] - ETA: 12:15 - loss: 3.9094e-04 - accuracy: 0.9999For batch 80, loss is  0.0002.
 81/937 [=>............................] - ETA: 12:14 - loss: 3.8861e-04 - accuracy: 0.9999For batch 81, loss is  0.0000.
 82/937 [=>............................] - ETA: 12:13 - loss: 3.8433e-04 - accuracy: 0.9999For batch 82, loss is  0.0000.
 83/937 [=>............................] - ETA: 12:12 - loss: 3.8013e-04 - accuracy: 0.9999For batch 83, loss is  0.0001.
 84/937 [=>............................] - ETA: 12:11 - loss: 3.7692e-04 - accuracy: 0.9999For batch 84, loss is  0.0000.
 85/937 [=>............................] - ETA: 12:10 - loss: 3.7262e-04 - accuracy: 0.9999For batch 85, loss is  0.0002.
 86/937 [=>............................] - ETA: 12:09 - loss: 3.7006e-04 - accuracy: 0.9999For batch 86, loss is  0.0001.
 87/937 [=>............................] - ETA: 12:08 - loss: 3.6656e-04 - accuracy: 0.9999For batch 87, loss is  0.0001.
 88/937 [=>............................] - ETA: 12:08 - loss: 3.6301e-04 - accuracy: 0.9999For batch 88, loss is  0.0000.
 89/937 [=>............................] - ETA: 12:07 - loss: 3.5947e-04 - accuracy: 0.9999For batch 89, loss is  0.0001.
 90/937 [=>............................] - ETA: 12:06 - loss: 3.5713e-04 - accuracy: 0.9999For batch 90, loss is  0.0001.
 91/937 [=>............................] - ETA: 12:05 - loss: 3.5472e-04 - accuracy: 0.9999For batch 91, loss is  0.0000.
 92/937 [=>............................] - ETA: 12:04 - loss: 3.5108e-04 - accuracy: 0.9999For batch 92, loss is  0.0002.
 93/937 [=>............................] - ETA: 12:03 - loss: 3.4932e-04 - accuracy: 0.9999For batch 93, loss is  0.0012.
 94/937 [==>...........................] - ETA: 12:02 - loss: 3.5823e-04 - accuracy: 0.9999For batch 94, loss is  0.0003.
 95/937 [==>...........................] - ETA: 12:01 - loss: 3.5715e-04 - accuracy: 0.9999For batch 95, loss is  0.0002.
 96/937 [==>...........................] - ETA: 12:00 - loss: 3.5580e-04 - accuracy: 0.9999For batch 96, loss is  0.0001.
 97/937 [==>...........................] - ETA: 11:59 - loss: 3.5265e-04 - accuracy: 0.9999For batch 97, loss is  0.0000.
 98/937 [==>...........................] - ETA: 11:59 - loss: 3.4931e-04 - accuracy: 0.9999For batch 98, loss is  0.0000.
 99/937 [==>...........................] - ETA: 11:58 - loss: 3.4627e-04 - accuracy: 0.9999For batch 99, loss is  0.0000.
100/937 [==>...........................] - ETA: 11:57 - loss: 3.4309e-04 - accuracy: 0.9999For batch 100, loss is  0.0001.
101/937 [==>...........................] - ETA: 11:56 - loss: 3.4040e-04 - accuracy: 0.9999For batch 101, loss is  0.0000.
102/937 [==>...........................] - ETA: 11:55 - loss: 3.3730e-04 - accuracy: 0.9999For batch 102, loss is  0.0001.
103/937 [==>...........................] - ETA: 11:54 - loss: 3.3457e-04 - accuracy: 0.9999For batch 103, loss is  0.0001.
104/937 [==>...........................] - ETA: 11:53 - loss: 3.3188e-04 - accuracy: 0.9999For batch 104, loss is  0.0000.
105/937 [==>...........................] - ETA: 11:52 - loss: 3.2901e-04 - accuracy: 0.9999For batch 105, loss is  0.0001.
106/937 [==>...........................] - ETA: 11:51 - loss: 3.2658e-04 - accuracy: 0.9999For batch 106, loss is  0.0000.
107/937 [==>...........................] - ETA: 11:51 - loss: 3.2365e-04 - accuracy: 0.9999For batch 107, loss is  0.0000.
108/937 [==>...........................] - ETA: 11:50 - loss: 3.2081e-04 - accuracy: 0.9999For batch 108, loss is  0.0000.
109/937 [==>...........................] - ETA: 11:49 - loss: 3.1795e-04 - accuracy: 0.9999For batch 109, loss is  0.0003.
110/937 [==>...........................] - ETA: 11:48 - loss: 3.1754e-04 - accuracy: 0.9999For batch 110, loss is  0.0000.
111/937 [==>...........................] - ETA: 11:47 - loss: 3.1483e-04 - accuracy: 0.9999For batch 111, loss is  0.0001.
112/937 [==>...........................] - ETA: 11:46 - loss: 3.1262e-04 - accuracy: 0.9999For batch 112, loss is  0.0000.
113/937 [==>...........................] - ETA: 11:45 - loss: 3.1002e-04 - accuracy: 0.9999For batch 113, loss is  0.0001.
114/937 [==>...........................] - ETA: 11:44 - loss: 3.0792e-04 - accuracy: 0.9999For batch 114, loss is  0.0008.
115/937 [==>...........................] - ETA: 11:44 - loss: 3.1211e-04 - accuracy: 0.9999For batch 115, loss is  0.0000.
116/937 [==>...........................] - ETA: 11:43 - loss: 3.0962e-04 - accuracy: 0.9999For batch 116, loss is  0.0001.
117/937 [==>...........................] - ETA: 11:42 - loss: 3.0753e-04 - accuracy: 0.9999For batch 117, loss is  0.0000.
118/937 [==>...........................] - ETA: 11:41 - loss: 3.0514e-04 - accuracy: 0.9999For batch 118, loss is  0.0000.
119/937 [==>...........................] - ETA: 11:40 - loss: 3.0273e-04 - accuracy: 0.9999For batch 119, loss is  0.0002.
120/937 [==>...........................] - ETA: 11:39 - loss: 3.0191e-04 - accuracy: 0.9999For batch 120, loss is  0.0000.
121/937 [==>...........................] - ETA: 11:38 - loss: 2.9962e-04 - accuracy: 0.9999For batch 121, loss is  0.0028.
122/937 [==>...........................] - ETA: 11:37 - loss: 3.2013e-04 - accuracy: 0.9999For batch 122, loss is  0.0000.
123/937 [==>...........................] - ETA: 11:36 - loss: 3.1766e-04 - accuracy: 0.9999For batch 123, loss is  0.0000.
124/937 [==>...........................] - ETA: 11:36 - loss: 3.1526e-04 - accuracy: 0.9999For batch 124, loss is  0.0000.
125/937 [===>..........................] - ETA: 11:35 - loss: 3.1296e-04 - accuracy: 0.9999For batch 125, loss is  0.0000.
126/937 [===>..........................] - ETA: 11:34 - loss: 3.1065e-04 - accuracy: 0.9999For batch 126, loss is  0.0000.
127/937 [===>..........................] - ETA: 11:33 - loss: 3.0851e-04 - accuracy: 0.9999For batch 127, loss is  0.0000.
128/937 [===>..........................] - ETA: 11:32 - loss: 3.0631e-04 - accuracy: 0.9999For batch 128, loss is  0.0000.
129/937 [===>..........................] - ETA: 11:31 - loss: 3.0402e-04 - accuracy: 0.9999For batch 129, loss is  0.0000.
130/937 [===>..........................] - ETA: 11:30 - loss: 3.0203e-04 - accuracy: 0.9999For batch 130, loss is  0.0004.
131/937 [===>..........................] - ETA: 11:29 - loss: 3.0305e-04 - accuracy: 0.9999For batch 131, loss is  0.0002.
132/937 [===>..........................] - ETA: 11:29 - loss: 3.0204e-04 - accuracy: 0.9999For batch 132, loss is  0.0002.
133/937 [===>..........................] - ETA: 11:28 - loss: 3.0144e-04 - accuracy: 0.9999For batch 133, loss is  0.0000.
134/937 [===>..........................] - ETA: 11:27 - loss: 2.9948e-04 - accuracy: 0.9999For batch 134, loss is  0.0001.
135/937 [===>..........................] - ETA: 11:26 - loss: 2.9768e-04 - accuracy: 0.9999For batch 135, loss is  0.0001.
136/937 [===>..........................] - ETA: 11:25 - loss: 2.9591e-04 - accuracy: 0.9999For batch 136, loss is  0.0003.
137/937 [===>..........................] - ETA: 11:24 - loss: 2.9574e-04 - accuracy: 0.9999For batch 137, loss is  0.0001.
138/937 [===>..........................] - ETA: 11:23 - loss: 2.9433e-04 - accuracy: 0.9999For batch 138, loss is  0.0000.
139/937 [===>..........................] - ETA: 11:22 - loss: 2.9234e-04 - accuracy: 0.9999For batch 139, loss is  0.0001.
140/937 [===>..........................] - ETA: 11:22 - loss: 2.9081e-04 - accuracy: 0.9999For batch 140, loss is  0.0000.
141/937 [===>..........................] - ETA: 11:21 - loss: 2.8886e-04 - accuracy: 0.9999For batch 141, loss is  0.0001.
142/937 [===>..........................] - ETA: 11:20 - loss: 2.8725e-04 - accuracy: 0.9999For batch 142, loss is  0.0007.
143/937 [===>..........................] - ETA: 11:19 - loss: 2.9043e-04 - accuracy: 0.9999For batch 143, loss is  0.0000.
144/937 [===>..........................] - ETA: 11:18 - loss: 2.8855e-04 - accuracy: 0.9999For batch 144, loss is  0.0000.
145/937 [===>..........................] - ETA: 11:17 - loss: 2.8667e-04 - accuracy: 0.9999For batch 145, loss is  0.0006.
146/937 [===>..........................] - ETA: 11:16 - loss: 2.8870e-04 - accuracy: 0.9999For batch 146, loss is  0.0000.
147/937 [===>..........................] - ETA: 11:15 - loss: 2.8700e-04 - accuracy: 0.9999For batch 147, loss is  0.0000.
148/937 [===>..........................] - ETA: 11:15 - loss: 2.8537e-04 - accuracy: 0.9999For batch 148, loss is  0.0000.
149/937 [===>..........................] - ETA: 11:14 - loss: 2.8372e-04 - accuracy: 0.9999For batch 149, loss is  0.0001.
150/937 [===>..........................] - ETA: 11:13 - loss: 2.8263e-04 - accuracy: 0.9999For batch 150, loss is  0.0000.
151/937 [===>..........................] - ETA: 11:12 - loss: 2.8092e-04 - accuracy: 0.9999For batch 151, loss is  0.0000.
152/937 [===>..........................] - ETA: 11:11 - loss: 2.7937e-04 - accuracy: 0.9999For batch 152, loss is  0.0001.
153/937 [===>..........................] - ETA: 11:10 - loss: 2.7799e-04 - accuracy: 0.9999For batch 153, loss is  0.0001.
154/937 [===>..........................] - ETA: 11:09 - loss: 2.7678e-04 - accuracy: 0.9999For batch 154, loss is  0.0000.
155/937 [===>..........................] - ETA: 11:09 - loss: 2.7509e-04 - accuracy: 0.9999For batch 155, loss is  0.0028.
156/937 [===>..........................] - ETA: 11:08 - loss: 2.9113e-04 - accuracy: 0.9999For batch 156, loss is  0.0000.
157/937 [====>.........................] - ETA: 11:07 - loss: 2.8947e-04 - accuracy: 0.9999For batch 157, loss is  0.0050.
158/937 [====>.........................] - ETA: 11:06 - loss: 3.1903e-04 - accuracy: 0.9999For batch 158, loss is  0.0000.
159/937 [====>.........................] - ETA: 11:05 - loss: 3.1714e-04 - accuracy: 0.9999For batch 159, loss is  0.0000.
160/937 [====>.........................] - ETA: 11:04 - loss: 3.1525e-04 - accuracy: 0.9999For batch 160, loss is  0.0000.
161/937 [====>.........................] - ETA: 11:03 - loss: 3.1338e-04 - accuracy: 0.9999For batch 161, loss is  0.0000.
162/937 [====>.........................] - ETA: 11:02 - loss: 3.1166e-04 - accuracy: 0.9999For batch 162, loss is  0.0001.
163/937 [====>.........................] - ETA: 11:02 - loss: 3.1018e-04 - accuracy: 0.9999For batch 163, loss is  0.0000.
164/937 [====>.........................] - ETA: 11:01 - loss: 3.0834e-04 - accuracy: 0.9999For batch 164, loss is  0.0002.
165/937 [====>.........................] - ETA: 11:00 - loss: 3.0761e-04 - accuracy: 0.9999For batch 165, loss is  0.0000.
166/937 [====>.........................] - ETA: 10:59 - loss: 3.0587e-04 - accuracy: 0.9999For batch 166, loss is  0.0000.
167/937 [====>.........................] - ETA: 10:58 - loss: 3.0425e-04 - accuracy: 0.9999For batch 167, loss is  0.0000.
168/937 [====>.........................] - ETA: 10:57 - loss: 3.0257e-04 - accuracy: 0.9999For batch 168, loss is  0.0000.
169/937 [====>.........................] - ETA: 10:56 - loss: 3.0098e-04 - accuracy: 0.9999For batch 169, loss is  0.0001.
170/937 [====>.........................] - ETA: 10:56 - loss: 2.9963e-04 - accuracy: 0.9999For batch 170, loss is  0.0007.
171/937 [====>.........................] - ETA: 10:55 - loss: 3.0184e-04 - accuracy: 0.9999For batch 171, loss is  0.0002.
172/937 [====>.........................] - ETA: 10:54 - loss: 3.0123e-04 - accuracy: 0.9999For batch 172, loss is  0.0002.
173/937 [====>.........................] - ETA: 10:53 - loss: 3.0059e-04 - accuracy: 0.9999For batch 173, loss is  0.0000.
174/937 [====>.........................] - ETA: 10:52 - loss: 2.9902e-04 - accuracy: 0.9999For batch 174, loss is  0.0000.
175/937 [====>.........................] - ETA: 10:51 - loss: 2.9740e-04 - accuracy: 0.9999For batch 175, loss is  0.0001.
176/937 [====>.........................] - ETA: 10:50 - loss: 2.9600e-04 - accuracy: 0.9999For batch 176, loss is  0.0000.
177/937 [====>.........................] - ETA: 10:49 - loss: 2.9446e-04 - accuracy: 0.9999For batch 177, loss is  0.0000.
178/937 [====>.........................] - ETA: 10:49 - loss: 2.9305e-04 - accuracy: 0.9999For batch 178, loss is  0.0001.
179/937 [====>.........................] - ETA: 10:48 - loss: 2.9202e-04 - accuracy: 0.9999For batch 179, loss is  0.0001.
180/937 [====>.........................] - ETA: 10:47 - loss: 2.9096e-04 - accuracy: 0.9999For batch 180, loss is  0.0032.
181/937 [====>.........................] - ETA: 10:46 - loss: 3.0682e-04 - accuracy: 0.9999For batch 181, loss is  0.0000.
182/937 [====>.........................] - ETA: 10:45 - loss: 3.0525e-04 - accuracy: 0.9999For batch 182, loss is  0.0000.
183/937 [====>.........................] - ETA: 10:44 - loss: 3.0369e-04 - accuracy: 0.9999For batch 183, loss is  0.0001.
184/937 [====>.........................] - ETA: 10:43 - loss: 3.0232e-04 - accuracy: 0.9999For batch 184, loss is  0.0000.
185/937 [====>.........................] - ETA: 10:43 - loss: 3.0090e-04 - accuracy: 0.9999For batch 185, loss is  0.0001.
186/937 [====>.........................] - ETA: 10:42 - loss: 2.9956e-04 - accuracy: 0.9999For batch 186, loss is  0.0000.
187/937 [====>.........................] - ETA: 10:41 - loss: 2.9813e-04 - accuracy: 0.9999For batch 187, loss is  0.0004.
188/937 [=====>........................] - ETA: 10:40 - loss: 2.9858e-04 - accuracy: 0.9999For batch 188, loss is  0.0002.
189/937 [=====>........................] - ETA: 10:39 - loss: 2.9823e-04 - accuracy: 0.9999For batch 189, loss is  0.0001.
190/937 [=====>........................] - ETA: 10:38 - loss: 2.9742e-04 - accuracy: 0.9999For batch 190, loss is  0.0000.
191/937 [=====>........................] - ETA: 10:37 - loss: 2.9591e-04 - accuracy: 0.9999For batch 191, loss is  0.0004.
192/937 [=====>........................] - ETA: 10:37 - loss: 2.9665e-04 - accuracy: 0.9999For batch 192, loss is  0.0000.
193/937 [=====>........................] - ETA: 10:36 - loss: 2.9535e-04 - accuracy: 0.9999For batch 193, loss is  0.0001.
194/937 [=====>........................] - ETA: 10:35 - loss: 2.9409e-04 - accuracy: 0.9999For batch 194, loss is  0.0000.
195/937 [=====>........................] - ETA: 10:34 - loss: 2.9282e-04 - accuracy: 0.9999For batch 195, loss is  0.0001.
196/937 [=====>........................] - ETA: 10:33 - loss: 2.9205e-04 - accuracy: 0.9999For batch 196, loss is  0.0001.
197/937 [=====>........................] - ETA: 10:32 - loss: 2.9099e-04 - accuracy: 0.9999For batch 197, loss is  0.0020.
198/937 [=====>........................] - ETA: 10:31 - loss: 2.9958e-04 - accuracy: 0.9999For batch 198, loss is  0.0000.
199/937 [=====>........................] - ETA: 10:31 - loss: 2.9818e-04 - accuracy: 0.9999For batch 199, loss is  0.0001.
200/937 [=====>........................] - ETA: 10:30 - loss: 2.9697e-04 - accuracy: 0.9999For batch 200, loss is  0.0001.
201/937 [=====>........................] - ETA: 10:29 - loss: 2.9585e-04 - accuracy: 0.9999For batch 201, loss is  0.0000.
202/937 [=====>........................] - ETA: 10:28 - loss: 2.9450e-04 - accuracy: 0.9999For batch 202, loss is  0.0086.
203/937 [=====>........................] - ETA: 10:27 - loss: 3.3553e-04 - accuracy: 0.9999For batch 203, loss is  0.0003.
204/937 [=====>........................] - ETA: 10:26 - loss: 3.3519e-04 - accuracy: 0.9999For batch 204, loss is  0.0000.
205/937 [=====>........................] - ETA: 10:25 - loss: 3.3368e-04 - accuracy: 0.9999For batch 205, loss is  0.0000.
206/937 [=====>........................] - ETA: 10:25 - loss: 3.3225e-04 - accuracy: 0.9999For batch 206, loss is  0.0003.
207/937 [=====>........................] - ETA: 10:24 - loss: 3.3208e-04 - accuracy: 0.9999For batch 207, loss is  0.0000.
208/937 [=====>........................] - ETA: 10:23 - loss: 3.3061e-04 - accuracy: 0.9999For batch 208, loss is  0.0000.
209/937 [=====>........................] - ETA: 10:22 - loss: 3.2906e-04 - accuracy: 0.9999For batch 209, loss is  0.0001.
210/937 [=====>........................] - ETA: 10:21 - loss: 3.2780e-04 - accuracy: 0.9999For batch 210, loss is  0.0032.
211/937 [=====>........................] - ETA: 10:20 - loss: 3.4157e-04 - accuracy: 0.9999For batch 211, loss is  0.0011.
212/937 [=====>........................] - ETA: 10:19 - loss: 3.4507e-04 - accuracy: 0.9999For batch 212, loss is  0.0033.
213/937 [=====>........................] - ETA: 10:18 - loss: 3.5890e-04 - accuracy: 0.9999For batch 213, loss is  0.0001.
214/937 [=====>........................] - ETA: 10:18 - loss: 3.5777e-04 - accuracy: 0.9999For batch 214, loss is  0.0001.
215/937 [=====>........................] - ETA: 10:17 - loss: 3.5660e-04 - accuracy: 0.9999For batch 215, loss is  0.0000.
216/937 [=====>........................] - ETA: 10:16 - loss: 3.5504e-04 - accuracy: 0.9999For batch 216, loss is  0.0000.
217/937 [=====>........................] - ETA: 10:15 - loss: 3.5354e-04 - accuracy: 0.9999For batch 217, loss is  0.0000.
218/937 [=====>........................] - ETA: 10:14 - loss: 3.5207e-04 - accuracy: 0.9999For batch 218, loss is  0.0000.
219/937 [======>.......................] - ETA: 10:13 - loss: 3.5050e-04 - accuracy: 0.9999For batch 219, loss is  0.0002.
220/937 [======>.......................] - ETA: 10:12 - loss: 3.4959e-04 - accuracy: 0.9999For batch 220, loss is  0.0002.
221/937 [======>.......................] - ETA: 10:12 - loss: 3.4899e-04 - accuracy: 0.9999For batch 221, loss is  0.0000.
222/937 [======>.......................] - ETA: 10:11 - loss: 3.4747e-04 - accuracy: 0.9999For batch 222, loss is  0.0003.
223/937 [======>.......................] - ETA: 10:10 - loss: 3.4703e-04 - accuracy: 0.9999For batch 223, loss is  0.0000.
224/937 [======>.......................] - ETA: 10:09 - loss: 3.4564e-04 - accuracy: 0.9999For batch 224, loss is  0.0031.
225/937 [======>.......................] - ETA: 10:08 - loss: 3.5770e-04 - accuracy: 0.9998For batch 225, loss is  0.0001.
226/937 [======>.......................] - ETA: 10:07 - loss: 3.5654e-04 - accuracy: 0.9998For batch 226, loss is  0.0005.
227/937 [======>.......................] - ETA: 10:06 - loss: 3.5709e-04 - accuracy: 0.9998For batch 227, loss is  0.0000.
228/937 [======>.......................] - ETA: 10:06 - loss: 3.5568e-04 - accuracy: 0.9998For batch 228, loss is  0.0002.
229/937 [======>.......................] - ETA: 10:05 - loss: 3.5490e-04 - accuracy: 0.9998For batch 229, loss is  0.0001.
230/937 [======>.......................] - ETA: 10:04 - loss: 3.5382e-04 - accuracy: 0.9998For batch 230, loss is  0.0006.
231/937 [======>.......................] - ETA: 10:03 - loss: 3.5509e-04 - accuracy: 0.9998For batch 231, loss is  0.0001.
232/937 [======>.......................] - ETA: 10:02 - loss: 3.5390e-04 - accuracy: 0.9998For batch 232, loss is  0.0002.
233/937 [======>.......................] - ETA: 10:01 - loss: 3.5337e-04 - accuracy: 0.9998For batch 233, loss is  0.0014.
234/937 [======>.......................] - ETA: 10:00 - loss: 3.5788e-04 - accuracy: 0.9998For batch 234, loss is  0.0002.
235/937 [======>.......................] - ETA: 10:00 - loss: 3.5726e-04 - accuracy: 0.9999For batch 235, loss is  0.0000.
236/937 [======>.......................] - ETA: 9:59 - loss: 3.5588e-04 - accuracy: 0.9999 For batch 236, loss is  0.0153.
237/937 [======>.......................] - ETA: 9:58 - loss: 4.1886e-04 - accuracy: 0.9998For batch 237, loss is  0.0018.
238/937 [======>.......................] - ETA: 9:57 - loss: 4.2463e-04 - accuracy: 0.9998For batch 238, loss is  0.0000.
239/937 [======>.......................] - ETA: 9:56 - loss: 4.2290e-04 - accuracy: 0.9998For batch 239, loss is  0.0001.
240/937 [======>.......................] - ETA: 9:55 - loss: 4.2168e-04 - accuracy: 0.9998For batch 240, loss is  0.0007.
241/937 [======>.......................] - ETA: 9:54 - loss: 4.2302e-04 - accuracy: 0.9998For batch 241, loss is  0.0000.
242/937 [======>.......................] - ETA: 9:54 - loss: 4.2137e-04 - accuracy: 0.9998For batch 242, loss is  0.0002.
243/937 [======>.......................] - ETA: 9:53 - loss: 4.2038e-04 - accuracy: 0.9998For batch 243, loss is  0.0001.
244/937 [======>.......................] - ETA: 9:52 - loss: 4.1916e-04 - accuracy: 0.9998For batch 244, loss is  0.0004.
245/937 [======>.......................] - ETA: 9:51 - loss: 4.1910e-04 - accuracy: 0.9998For batch 245, loss is  0.0010.
246/937 [======>.......................] - ETA: 9:50 - loss: 4.2149e-04 - accuracy: 0.9998For batch 246, loss is  0.0000.
247/937 [======>.......................] - ETA: 9:49 - loss: 4.1991e-04 - accuracy: 0.9998For batch 247, loss is  0.0001.
