Train for 937 steps, validate for 117 steps
628/937 [===================>..........] - ETA: 4:23 - loss: 1.7927e-06 - accuracy: 1.0000For batch 628, loss is  0.0000.
629/937 [===================>..........] - ETA: 4:22 - loss: 1.7918e-06 - accuracy: 1.0000For batch 629, loss is  0.0000.
630/937 [===================>..........] - ETA: 4:21 - loss: 1.7893e-06 - accuracy: 1.0000For batch 630, loss is  0.0000.
631/937 [===================>..........] - ETA: 4:20 - loss: 1.8015e-06 - accuracy: 1.0000For batch 631, loss is  0.0000.
632/937 [===================>..........] - ETA: 4:20 - loss: 1.7995e-06 - accuracy: 1.0000For batch 632, loss is  0.0000.
633/937 [===================>..........] - ETA: 4:19 - loss: 1.7985e-06 - accuracy: 1.0000For batch 633, loss is  0.0000.
634/937 [===================>..........] - ETA: 4:18 - loss: 1.7978e-06 - accuracy: 1.0000For batch 634, loss is  0.0000.
635/937 [===================>..........] - ETA: 4:17 - loss: 1.7970e-06 - accuracy: 1.0000For batch 635, loss is  0.0000.
636/937 [===================>..........] - ETA: 4:16 - loss: 1.8011e-06 - accuracy: 1.0000For batch 636, loss is  0.0000.
637/937 [===================>..........] - ETA: 4:15 - loss: 1.8073e-06 - accuracy: 1.0000For batch 637, loss is  0.0000.
638/937 [===================>..........] - ETA: 4:15 - loss: 1.8076e-06 - accuracy: 1.0000For batch 638, loss is  0.0000.
639/937 [===================>..........] - ETA: 4:14 - loss: 1.8060e-06 - accuracy: 1.0000For batch 639, loss is  0.0000.
640/937 [===================>..........] - ETA: 4:13 - loss: 1.8042e-06 - accuracy: 1.0000For batch 640, loss is  0.0000.
641/937 [===================>..........] - ETA: 4:12 - loss: 1.8016e-06 - accuracy: 1.0000For batch 641, loss is  0.0000.
642/937 [===================>..........] - ETA: 4:11 - loss: 1.8074e-06 - accuracy: 1.0000For batch 642, loss is  0.0000.
643/937 [===================>..........] - ETA: 4:10 - loss: 1.8103e-06 - accuracy: 1.0000For batch 643, loss is  0.0000.
644/937 [===================>..........] - ETA: 4:09 - loss: 1.8086e-06 - accuracy: 1.0000For batch 644, loss is  0.0000.
645/937 [===================>..........] - ETA: 4:09 - loss: 1.8083e-06 - accuracy: 1.0000For batch 645, loss is  0.0000.
646/937 [===================>..........] - ETA: 4:08 - loss: 1.8088e-06 - accuracy: 1.0000For batch 646, loss is  0.0000.
647/937 [===================>..........] - ETA: 4:07 - loss: 1.8078e-06 - accuracy: 1.0000For batch 647, loss is  0.0000.
648/937 [===================>..........] - ETA: 4:06 - loss: 1.8061e-06 - accuracy: 1.0000For batch 648, loss is  0.0000.
649/937 [===================>..........] - ETA: 4:05 - loss: 1.8037e-06 - accuracy: 1.0000For batch 649, loss is  0.0000.
650/937 [===================>..........] - ETA: 4:04 - loss: 1.8194e-06 - accuracy: 1.0000For batch 650, loss is  0.0000.
651/937 [===================>..........] - ETA: 4:03 - loss: 1.8239e-06 - accuracy: 1.0000For batch 651, loss is  0.0000.
652/937 [===================>..........] - ETA: 4:03 - loss: 1.8216e-06 - accuracy: 1.0000For batch 652, loss is  0.0000.
653/937 [===================>..........] - ETA: 4:02 - loss: 1.8202e-06 - accuracy: 1.0000For batch 653, loss is  0.0000.
654/937 [===================>..........] - ETA: 4:01 - loss: 1.8183e-06 - accuracy: 1.0000For batch 654, loss is  0.0000.
655/937 [===================>..........] - ETA: 4:00 - loss: 1.8161e-06 - accuracy: 1.0000For batch 655, loss is  0.0000.
656/937 [====================>.........] - ETA: 3:59 - loss: 1.8147e-06 - accuracy: 1.0000For batch 656, loss is  0.0000.
657/937 [====================>.........] - ETA: 3:58 - loss: 1.8139e-06 - accuracy: 1.0000For batch 657, loss is  0.0000.
658/937 [====================>.........] - ETA: 3:57 - loss: 1.8130e-06 - accuracy: 1.0000For batch 658, loss is  0.0000.
659/937 [====================>.........] - ETA: 3:57 - loss: 1.8219e-06 - accuracy: 1.0000For batch 659, loss is  0.0000.
660/937 [====================>.........] - ETA: 3:56 - loss: 1.8201e-06 - accuracy: 1.0000For batch 660, loss is  0.0000.
661/937 [====================>.........] - ETA: 3:55 - loss: 1.8197e-06 - accuracy: 1.0000For batch 661, loss is  0.0000.
662/937 [====================>.........] - ETA: 3:54 - loss: 1.8175e-06 - accuracy: 1.0000For batch 662, loss is  0.0000.
663/937 [====================>.........] - ETA: 3:53 - loss: 1.8209e-06 - accuracy: 1.0000For batch 663, loss is  0.0000.
664/937 [====================>.........] - ETA: 3:52 - loss: 1.8201e-06 - accuracy: 1.0000For batch 664, loss is  0.0000.
665/937 [====================>.........] - ETA: 3:51 - loss: 1.8183e-06 - accuracy: 1.0000For batch 665, loss is  0.0000.
666/937 [====================>.........] - ETA: 3:51 - loss: 1.8191e-06 - accuracy: 1.0000For batch 666, loss is  0.0000.
667/937 [====================>.........] - ETA: 3:50 - loss: 1.8216e-06 - accuracy: 1.0000For batch 667, loss is  0.0000.
668/937 [====================>.........] - ETA: 3:49 - loss: 1.8268e-06 - accuracy: 1.0000For batch 668, loss is  0.0000.
669/937 [====================>.........] - ETA: 3:48 - loss: 1.8306e-06 - accuracy: 1.0000For batch 669, loss is  0.0000.
670/937 [====================>.........] - ETA: 3:47 - loss: 1.8334e-06 - accuracy: 1.0000For batch 670, loss is  0.0000.
671/937 [====================>.........] - ETA: 3:46 - loss: 1.8321e-06 - accuracy: 1.0000For batch 671, loss is  0.0000.
672/937 [====================>.........] - ETA: 3:46 - loss: 1.8312e-06 - accuracy: 1.0000For batch 672, loss is  0.0000.
673/937 [====================>.........] - ETA: 3:45 - loss: 1.8306e-06 - accuracy: 1.0000For batch 673, loss is  0.0000.
674/937 [====================>.........] - ETA: 3:44 - loss: 1.8282e-06 - accuracy: 1.0000For batch 674, loss is  0.0000.
675/937 [====================>.........] - ETA: 3:43 - loss: 1.8275e-06 - accuracy: 1.0000For batch 675, loss is  0.0000.
676/937 [====================>.........] - ETA: 3:42 - loss: 1.8293e-06 - accuracy: 1.0000For batch 676, loss is  0.0000.
677/937 [====================>.........] - ETA: 3:41 - loss: 1.8282e-06 - accuracy: 1.0000For batch 677, loss is  0.0000.
678/937 [====================>.........] - ETA: 3:40 - loss: 1.8272e-06 - accuracy: 1.0000For batch 678, loss is  0.0000.
679/937 [====================>.........] - ETA: 3:40 - loss: 1.8285e-06 - accuracy: 1.0000For batch 679, loss is  0.0000.
680/937 [====================>.........] - ETA: 3:39 - loss: 1.8265e-06 - accuracy: 1.0000For batch 680, loss is  0.0000.
681/937 [====================>.........] - ETA: 3:38 - loss: 1.8310e-06 - accuracy: 1.0000For batch 681, loss is  0.0000.
682/937 [====================>.........] - ETA: 3:37 - loss: 1.8305e-06 - accuracy: 1.0000For batch 682, loss is  0.0000.
683/937 [====================>.........] - ETA: 3:36 - loss: 1.8302e-06 - accuracy: 1.0000For batch 683, loss is  0.0000.
684/937 [====================>.........] - ETA: 3:35 - loss: 1.8281e-06 - accuracy: 1.0000For batch 684, loss is  0.0000.
685/937 [====================>.........] - ETA: 3:34 - loss: 1.8274e-06 - accuracy: 1.0000For batch 685, loss is  0.0000.
686/937 [====================>.........] - ETA: 3:34 - loss: 1.8251e-06 - accuracy: 1.0000For batch 686, loss is  0.0000.
687/937 [====================>.........] - ETA: 3:33 - loss: 1.8239e-06 - accuracy: 1.0000For batch 687, loss is  0.0000.
688/937 [=====================>........] - ETA: 3:32 - loss: 1.8228e-06 - accuracy: 1.0000For batch 688, loss is  0.0000.
689/937 [=====================>........] - ETA: 3:31 - loss: 1.8217e-06 - accuracy: 1.0000For batch 689, loss is  0.0000.
690/937 [=====================>........] - ETA: 3:30 - loss: 1.8196e-06 - accuracy: 1.0000For batch 690, loss is  0.0000.
691/937 [=====================>........] - ETA: 3:29 - loss: 1.8175e-06 - accuracy: 1.0000For batch 691, loss is  0.0000.
692/937 [=====================>........] - ETA: 3:28 - loss: 1.8156e-06 - accuracy: 1.0000For batch 692, loss is  0.0000.
693/937 [=====================>........] - ETA: 3:28 - loss: 1.8139e-06 - accuracy: 1.0000For batch 693, loss is  0.0000.
694/937 [=====================>........] - ETA: 3:27 - loss: 1.8119e-06 - accuracy: 1.0000For batch 694, loss is  0.0000.
695/937 [=====================>........] - ETA: 3:26 - loss: 1.8114e-06 - accuracy: 1.0000For batch 695, loss is  0.0000.
696/937 [=====================>........] - ETA: 3:25 - loss: 1.8105e-06 - accuracy: 1.0000For batch 696, loss is  0.0000.
697/937 [=====================>........] - ETA: 3:24 - loss: 1.8150e-06 - accuracy: 1.0000For batch 697, loss is  0.0000.
698/937 [=====================>........] - ETA: 3:23 - loss: 1.8145e-06 - accuracy: 1.0000For batch 698, loss is  0.0000.
699/937 [=====================>........] - ETA: 3:22 - loss: 1.8166e-06 - accuracy: 1.0000For batch 699, loss is  0.0000.
700/937 [=====================>........] - ETA: 3:22 - loss: 1.8170e-06 - accuracy: 1.0000For batch 700, loss is  0.0000.
701/937 [=====================>........] - ETA: 3:21 - loss: 1.8152e-06 - accuracy: 1.0000For batch 701, loss is  0.0000.
702/937 [=====================>........] - ETA: 3:20 - loss: 1.8155e-06 - accuracy: 1.0000For batch 702, loss is  0.0000.
703/937 [=====================>........] - ETA: 3:19 - loss: 1.8138e-06 - accuracy: 1.0000For batch 703, loss is  0.0000.
704/937 [=====================>........] - ETA: 3:18 - loss: 1.8163e-06 - accuracy: 1.0000For batch 704, loss is  0.0000.
705/937 [=====================>........] - ETA: 3:17 - loss: 1.8142e-06 - accuracy: 1.0000For batch 705, loss is  0.0000.
706/937 [=====================>........] - ETA: 3:17 - loss: 1.8145e-06 - accuracy: 1.0000For batch 706, loss is  0.0000.
707/937 [=====================>........] - ETA: 3:16 - loss: 1.8171e-06 - accuracy: 1.0000For batch 707, loss is  0.0000.
708/937 [=====================>........] - ETA: 3:15 - loss: 1.8174e-06 - accuracy: 1.0000For batch 708, loss is  0.0000.
709/937 [=====================>........] - ETA: 3:14 - loss: 1.8151e-06 - accuracy: 1.0000For batch 709, loss is  0.0000.
710/937 [=====================>........] - ETA: 3:13 - loss: 1.8133e-06 - accuracy: 1.0000For batch 710, loss is  0.0000.
711/937 [=====================>........] - ETA: 3:12 - loss: 1.8117e-06 - accuracy: 1.0000For batch 711, loss is  0.0000.
712/937 [=====================>........] - ETA: 3:11 - loss: 1.8119e-06 - accuracy: 1.0000For batch 712, loss is  0.0000.
713/937 [=====================>........] - ETA: 3:11 - loss: 1.8144e-06 - accuracy: 1.0000For batch 713, loss is  0.0000.
714/937 [=====================>........] - ETA: 3:10 - loss: 1.8131e-06 - accuracy: 1.0000For batch 714, loss is  0.0000.
715/937 [=====================>........] - ETA: 3:09 - loss: 1.8132e-06 - accuracy: 1.0000For batch 715, loss is  0.0000.
716/937 [=====================>........] - ETA: 3:08 - loss: 1.8131e-06 - accuracy: 1.0000For batch 716, loss is  0.0000.
717/937 [=====================>........] - ETA: 3:07 - loss: 1.8112e-06 - accuracy: 1.0000For batch 717, loss is  0.0000.
718/937 [=====================>........] - ETA: 3:06 - loss: 1.8119e-06 - accuracy: 1.0000For batch 718, loss is  0.0000.
719/937 [======================>.......] - ETA: 3:05 - loss: 1.8117e-06 - accuracy: 1.0000For batch 719, loss is  0.0000.
720/937 [======================>.......] - ETA: 3:05 - loss: 1.8104e-06 - accuracy: 1.0000For batch 720, loss is  0.0000.
721/937 [======================>.......] - ETA: 3:04 - loss: 1.8090e-06 - accuracy: 1.0000For batch 721, loss is  0.0000.
722/937 [======================>.......] - ETA: 3:03 - loss: 1.8094e-06 - accuracy: 1.0000For batch 722, loss is  0.0000.
723/937 [======================>.......] - ETA: 3:02 - loss: 1.8083e-06 - accuracy: 1.0000For batch 723, loss is  0.0000.
724/937 [======================>.......] - ETA: 3:01 - loss: 1.8080e-06 - accuracy: 1.0000For batch 724, loss is  0.0000.
725/937 [======================>.......] - ETA: 3:00 - loss: 1.8063e-06 - accuracy: 1.0000For batch 725, loss is  0.0000.
726/937 [======================>.......] - ETA: 2:59 - loss: 1.8088e-06 - accuracy: 1.0000For batch 726, loss is  0.0000.
727/937 [======================>.......] - ETA: 2:59 - loss: 1.8067e-06 - accuracy: 1.0000For batch 727, loss is  0.0000.
728/937 [======================>.......] - ETA: 2:58 - loss: 1.8058e-06 - accuracy: 1.0000For batch 728, loss is  0.0000.
729/937 [======================>.......] - ETA: 2:57 - loss: 1.8043e-06 - accuracy: 1.0000For batch 729, loss is  0.0000.
730/937 [======================>.......] - ETA: 2:56 - loss: 1.8031e-06 - accuracy: 1.0000For batch 730, loss is  0.0000.
731/937 [======================>.......] - ETA: 2:55 - loss: 1.8018e-06 - accuracy: 1.0000For batch 731, loss is  0.0000.
732/937 [======================>.......] - ETA: 2:54 - loss: 1.8011e-06 - accuracy: 1.0000For batch 732, loss is  0.0000.
733/937 [======================>.......] - ETA: 2:53 - loss: 1.7996e-06 - accuracy: 1.0000For batch 733, loss is  0.0000.
734/937 [======================>.......] - ETA: 2:53 - loss: 1.7990e-06 - accuracy: 1.0000For batch 734, loss is  0.0000.
735/937 [======================>.......] - ETA: 2:52 - loss: 1.8027e-06 - accuracy: 1.0000For batch 735, loss is  0.0000.
736/937 [======================>.......] - ETA: 2:51 - loss: 1.8014e-06 - accuracy: 1.0000For batch 736, loss is  0.0000.
737/937 [======================>.......] - ETA: 2:50 - loss: 1.7996e-06 - accuracy: 1.0000For batch 737, loss is  0.0000.
738/937 [======================>.......] - ETA: 2:49 - loss: 1.7991e-06 - accuracy: 1.0000For batch 738, loss is  0.0000.
739/937 [======================>.......] - ETA: 2:48 - loss: 1.7971e-06 - accuracy: 1.0000For batch 739, loss is  0.0000.
740/937 [======================>.......] - ETA: 2:48 - loss: 1.7964e-06 - accuracy: 1.0000For batch 740, loss is  0.0000.
741/937 [======================>.......] - ETA: 2:47 - loss: 1.7965e-06 - accuracy: 1.0000For batch 741, loss is  0.0000.
742/937 [======================>.......] - ETA: 2:46 - loss: 1.7950e-06 - accuracy: 1.0000For batch 742, loss is  0.0000.
743/937 [======================>.......] - ETA: 2:45 - loss: 1.7950e-06 - accuracy: 1.0000For batch 743, loss is  0.0000.
744/937 [======================>.......] - ETA: 2:44 - loss: 1.7938e-06 - accuracy: 1.0000For batch 744, loss is  0.0000.
745/937 [======================>.......] - ETA: 2:43 - loss: 1.7919e-06 - accuracy: 1.0000For batch 745, loss is  0.0000.
746/937 [======================>.......] - ETA: 2:42 - loss: 1.7901e-06 - accuracy: 1.0000For batch 746, loss is  0.0000.
747/937 [======================>.......] - ETA: 2:42 - loss: 1.7885e-06 - accuracy: 1.0000For batch 747, loss is  0.0000.
748/937 [======================>.......] - ETA: 2:41 - loss: 1.7901e-06 - accuracy: 1.0000For batch 748, loss is  0.0000.
749/937 [======================>.......] - ETA: 2:40 - loss: 1.7912e-06 - accuracy: 1.0000For batch 749, loss is  0.0000.
750/937 [=======================>......] - ETA: 2:39 - loss: 1.8040e-06 - accuracy: 1.0000For batch 750, loss is  0.0000.
751/937 [=======================>......] - ETA: 2:38 - loss: 1.8021e-06 - accuracy: 1.0000For batch 751, loss is  0.0000.
752/937 [=======================>......] - ETA: 2:37 - loss: 1.8023e-06 - accuracy: 1.0000For batch 752, loss is  0.0000.
753/937 [=======================>......] - ETA: 2:36 - loss: 1.8050e-06 - accuracy: 1.0000For batch 753, loss is  0.0000.
754/937 [=======================>......] - ETA: 2:36 - loss: 1.8037e-06 - accuracy: 1.0000For batch 754, loss is  0.0000.
755/937 [=======================>......] - ETA: 2:35 - loss: 1.8020e-06 - accuracy: 1.0000For batch 755, loss is  0.0000.
756/937 [=======================>......] - ETA: 2:34 - loss: 1.8001e-06 - accuracy: 1.0000For batch 756, loss is  0.0000.
757/937 [=======================>......] - ETA: 2:33 - loss: 1.8028e-06 - accuracy: 1.0000For batch 757, loss is  0.0000.
758/937 [=======================>......] - ETA: 2:32 - loss: 1.8011e-06 - accuracy: 1.0000For batch 758, loss is  0.0000.
759/937 [=======================>......] - ETA: 2:31 - loss: 1.8017e-06 - accuracy: 1.0000For batch 759, loss is  0.0000.
760/937 [=======================>......] - ETA: 2:30 - loss: 1.7997e-06 - accuracy: 1.0000For batch 760, loss is  0.0000.
761/937 [=======================>......] - ETA: 2:30 - loss: 1.7985e-06 - accuracy: 1.0000For batch 761, loss is  0.0000.
762/937 [=======================>......] - ETA: 2:29 - loss: 1.7966e-06 - accuracy: 1.0000For batch 762, loss is  0.0000.
763/937 [=======================>......] - ETA: 2:28 - loss: 1.7957e-06 - accuracy: 1.0000For batch 763, loss is  0.0000.
764/937 [=======================>......] - ETA: 2:27 - loss: 1.7944e-06 - accuracy: 1.0000For batch 764, loss is  0.0000.
765/937 [=======================>......] - ETA: 2:26 - loss: 1.7925e-06 - accuracy: 1.0000For batch 765, loss is  0.0000.
766/937 [=======================>......] - ETA: 2:25 - loss: 1.7910e-06 - accuracy: 1.0000For batch 766, loss is  0.0000.
767/937 [=======================>......] - ETA: 2:24 - loss: 1.7910e-06 - accuracy: 1.0000For batch 767, loss is  0.0000.
768/937 [=======================>......] - ETA: 2:24 - loss: 1.7900e-06 - accuracy: 1.0000For batch 768, loss is  0.0000.
769/937 [=======================>......] - ETA: 2:23 - loss: 1.7886e-06 - accuracy: 1.0000For batch 769, loss is  0.0000.
770/937 [=======================>......] - ETA: 2:22 - loss: 1.7871e-06 - accuracy: 1.0000For batch 770, loss is  0.0000.
771/937 [=======================>......] - ETA: 2:21 - loss: 1.7889e-06 - accuracy: 1.0000For batch 771, loss is  0.0000.
772/937 [=======================>......] - ETA: 2:20 - loss: 1.7880e-06 - accuracy: 1.0000For batch 772, loss is  0.0000.
773/937 [=======================>......] - ETA: 2:19 - loss: 1.7882e-06 - accuracy: 1.0000For batch 773, loss is  0.0000.
774/937 [=======================>......] - ETA: 2:19 - loss: 1.7877e-06 - accuracy: 1.0000For batch 774, loss is  0.0000.
775/937 [=======================>......] - ETA: 2:18 - loss: 1.7868e-06 - accuracy: 1.0000For batch 775, loss is  0.0000.
776/937 [=======================>......] - ETA: 2:17 - loss: 1.7878e-06 - accuracy: 1.0000For batch 776, loss is  0.0000.
777/937 [=======================>......] - ETA: 2:16 - loss: 1.7858e-06 - accuracy: 1.0000For batch 777, loss is  0.0000.
778/937 [=======================>......] - ETA: 2:15 - loss: 1.7871e-06 - accuracy: 1.0000For batch 778, loss is  0.0000.
779/937 [=======================>......] - ETA: 2:14 - loss: 1.7866e-06 - accuracy: 1.0000For batch 779, loss is  0.0000.
780/937 [=======================>......] - ETA: 2:13 - loss: 1.7847e-06 - accuracy: 1.0000For batch 780, loss is  0.0000.
781/937 [========================>.....] - ETA: 2:13 - loss: 1.7828e-06 - accuracy: 1.0000For batch 781, loss is  0.0000.
782/937 [========================>.....] - ETA: 2:12 - loss: 1.7816e-06 - accuracy: 1.0000For batch 782, loss is  0.0000.
783/937 [========================>.....] - ETA: 2:11 - loss: 1.7817e-06 - accuracy: 1.0000For batch 783, loss is  0.0000.
784/937 [========================>.....] - ETA: 2:10 - loss: 1.7809e-06 - accuracy: 1.0000For batch 784, loss is  0.0000.
785/937 [========================>.....] - ETA: 2:09 - loss: 1.7814e-06 - accuracy: 1.0000For batch 785, loss is  0.0000.
786/937 [========================>.....] - ETA: 2:08 - loss: 1.7806e-06 - accuracy: 1.0000For batch 786, loss is  0.0000.
787/937 [========================>.....] - ETA: 2:07 - loss: 1.7800e-06 - accuracy: 1.0000For batch 787, loss is  0.0000.
788/937 [========================>.....] - ETA: 2:07 - loss: 1.7783e-06 - accuracy: 1.0000For batch 788, loss is  0.0000.
789/937 [========================>.....] - ETA: 2:06 - loss: 1.7765e-06 - accuracy: 1.0000For batch 789, loss is  0.0000.
790/937 [========================>.....] - ETA: 2:05 - loss: 1.7789e-06 - accuracy: 1.0000For batch 790, loss is  0.0000.
791/937 [========================>.....] - ETA: 2:04 - loss: 1.7780e-06 - accuracy: 1.0000For batch 791, loss is  0.0000.
792/937 [========================>.....] - ETA: 2:03 - loss: 1.7762e-06 - accuracy: 1.0000For batch 792, loss is  0.0000.
793/937 [========================>.....] - ETA: 2:02 - loss: 1.7770e-06 - accuracy: 1.0000For batch 793, loss is  0.0000.
794/937 [========================>.....] - ETA: 2:01 - loss: 1.7752e-06 - accuracy: 1.0000For batch 794, loss is  0.0000.
795/937 [========================>.....] - ETA: 2:01 - loss: 1.7776e-06 - accuracy: 1.0000For batch 795, loss is  0.0000.
796/937 [========================>.....] - ETA: 2:00 - loss: 1.7772e-06 - accuracy: 1.0000For batch 796, loss is  0.0000.
797/937 [========================>.....] - ETA: 1:59 - loss: 1.7753e-06 - accuracy: 1.0000For batch 797, loss is  0.0000.
798/937 [========================>.....] - ETA: 1:58 - loss: 1.7747e-06 - accuracy: 1.0000For batch 798, loss is  0.0000.
799/937 [========================>.....] - ETA: 1:57 - loss: 1.7738e-06 - accuracy: 1.0000For batch 799, loss is  0.0000.
800/937 [========================>.....] - ETA: 1:56 - loss: 1.7722e-06 - accuracy: 1.0000For batch 800, loss is  0.0000.
801/937 [========================>.....] - ETA: 1:55 - loss: 1.7705e-06 - accuracy: 1.0000For batch 801, loss is  0.0000.
802/937 [========================>.....] - ETA: 1:55 - loss: 1.7697e-06 - accuracy: 1.0000For batch 802, loss is  0.0000.
803/937 [========================>.....] - ETA: 1:54 - loss: 1.7744e-06 - accuracy: 1.0000For batch 803, loss is  0.0000.
804/937 [========================>.....] - ETA: 1:53 - loss: 1.7749e-06 - accuracy: 1.0000For batch 804, loss is  0.0000.
805/937 [========================>.....] - ETA: 1:52 - loss: 1.7768e-06 - accuracy: 1.0000For batch 805, loss is  0.0000.
806/937 [========================>.....] - ETA: 1:51 - loss: 1.7752e-06 - accuracy: 1.0000For batch 806, loss is  0.0000.
807/937 [========================>.....] - ETA: 1:50 - loss: 1.7741e-06 - accuracy: 1.0000For batch 807, loss is  0.0000.
808/937 [========================>.....] - ETA: 1:50 - loss: 1.7733e-06 - accuracy: 1.0000For batch 808, loss is  0.0000.
809/937 [========================>.....] - ETA: 1:49 - loss: 1.7737e-06 - accuracy: 1.0000For batch 809, loss is  0.0000.
810/937 [========================>.....] - ETA: 1:48 - loss: 1.7748e-06 - accuracy: 1.0000For batch 810, loss is  0.0000.
811/937 [========================>.....] - ETA: 1:47 - loss: 1.7734e-06 - accuracy: 1.0000For batch 811, loss is  0.0000.
812/937 [========================>.....] - ETA: 1:46 - loss: 1.7718e-06 - accuracy: 1.0000For batch 812, loss is  0.0000.
813/937 [=========================>....] - ETA: 1:45 - loss: 1.7706e-06 - accuracy: 1.0000For batch 813, loss is  0.0000.
814/937 [=========================>....] - ETA: 1:44 - loss: 1.7690e-06 - accuracy: 1.0000For batch 814, loss is  0.0000.
815/937 [=========================>....] - ETA: 1:44 - loss: 1.7696e-06 - accuracy: 1.0000For batch 815, loss is  0.0000.
816/937 [=========================>....] - ETA: 1:43 - loss: 1.7733e-06 - accuracy: 1.0000For batch 816, loss is  0.0000.
817/937 [=========================>....] - ETA: 1:42 - loss: 1.7740e-06 - accuracy: 1.0000For batch 817, loss is  0.0000.
818/937 [=========================>....] - ETA: 1:41 - loss: 1.7722e-06 - accuracy: 1.0000For batch 818, loss is  0.0000.
819/937 [=========================>....] - ETA: 1:40 - loss: 1.7721e-06 - accuracy: 1.0000For batch 819, loss is  0.0000.
820/937 [=========================>....] - ETA: 1:39 - loss: 1.7712e-06 - accuracy: 1.0000For batch 820, loss is  0.0000.
821/937 [=========================>....] - ETA: 1:38 - loss: 1.7736e-06 - accuracy: 1.0000For batch 821, loss is  0.0000.
822/937 [=========================>....] - ETA: 1:38 - loss: 1.7718e-06 - accuracy: 1.0000For batch 822, loss is  0.0000.
823/937 [=========================>....] - ETA: 1:37 - loss: 1.7703e-06 - accuracy: 1.0000For batch 823, loss is  0.0000.
824/937 [=========================>....] - ETA: 1:36 - loss: 1.7743e-06 - accuracy: 1.0000For batch 824, loss is  0.0000.
825/937 [=========================>....] - ETA: 1:35 - loss: 1.7725e-06 - accuracy: 1.0000For batch 825, loss is  0.0000.
826/937 [=========================>....] - ETA: 1:34 - loss: 1.7767e-06 - accuracy: 1.0000For batch 826, loss is  0.0000.
827/937 [=========================>....] - ETA: 1:33 - loss: 1.7775e-06 - accuracy: 1.0000For batch 827, loss is  0.0000.
828/937 [=========================>....] - ETA: 1:32 - loss: 1.7768e-06 - accuracy: 1.0000For batch 828, loss is  0.0000.
829/937 [=========================>....] - ETA: 1:32 - loss: 1.7753e-06 - accuracy: 1.0000For batch 829, loss is  0.0000.
830/937 [=========================>....] - ETA: 1:31 - loss: 1.7772e-06 - accuracy: 1.0000For batch 830, loss is  0.0000.
831/937 [=========================>....] - ETA: 1:30 - loss: 1.7779e-06 - accuracy: 1.0000For batch 831, loss is  0.0000.
832/937 [=========================>....] - ETA: 1:29 - loss: 1.7770e-06 - accuracy: 1.0000For batch 832, loss is  0.0000.
833/937 [=========================>....] - ETA: 1:28 - loss: 1.7789e-06 - accuracy: 1.0000For batch 833, loss is  0.0000.
834/937 [=========================>....] - ETA: 1:27 - loss: 1.7776e-06 - accuracy: 1.0000For batch 834, loss is  0.0000.
835/937 [=========================>....] - ETA: 1:26 - loss: 1.7814e-06 - accuracy: 1.0000For batch 835, loss is  0.0000.
836/937 [=========================>....] - ETA: 1:26 - loss: 1.7823e-06 - accuracy: 1.0000For batch 836, loss is  0.0000.
837/937 [=========================>....] - ETA: 1:25 - loss: 1.7806e-06 - accuracy: 1.0000For batch 837, loss is  0.0000.
838/937 [=========================>....] - ETA: 1:24 - loss: 1.7792e-06 - accuracy: 1.0000For batch 838, loss is  0.0000.
839/937 [=========================>....] - ETA: 1:23 - loss: 1.7782e-06 - accuracy: 1.0000For batch 839, loss is  0.0000.
840/937 [=========================>....] - ETA: 1:22 - loss: 1.7763e-06 - accuracy: 1.0000For batch 840, loss is  0.0000.
841/937 [=========================>....] - ETA: 1:21 - loss: 1.7746e-06 - accuracy: 1.0000For batch 841, loss is  0.0000.
842/937 [=========================>....] - ETA: 1:21 - loss: 1.7731e-06 - accuracy: 1.0000For batch 842, loss is  0.0000.
843/937 [=========================>....] - ETA: 1:20 - loss: 1.7714e-06 - accuracy: 1.0000For batch 843, loss is  0.0000.
844/937 [==========================>...] - ETA: 1:19 - loss: 1.7698e-06 - accuracy: 1.0000For batch 844, loss is  0.0000.
845/937 [==========================>...] - ETA: 1:18 - loss: 1.7694e-06 - accuracy: 1.0000For batch 845, loss is  0.0000.
846/937 [==========================>...] - ETA: 1:17 - loss: 1.7720e-06 - accuracy: 1.0000For batch 846, loss is  0.0000.
847/937 [==========================>...] - ETA: 1:16 - loss: 1.7719e-06 - accuracy: 1.0000For batch 847, loss is  0.0000.
848/937 [==========================>...] - ETA: 1:15 - loss: 1.7727e-06 - accuracy: 1.0000For batch 848, loss is  0.0000.
849/937 [==========================>...] - ETA: 1:15 - loss: 1.7710e-06 - accuracy: 1.0000For batch 849, loss is  0.0000.
850/937 [==========================>...] - ETA: 1:14 - loss: 1.7732e-06 - accuracy: 1.0000For batch 850, loss is  0.0000.
851/937 [==========================>...] - ETA: 1:13 - loss: 1.7717e-06 - accuracy: 1.0000For batch 851, loss is  0.0000.
852/937 [==========================>...] - ETA: 1:12 - loss: 1.7702e-06 - accuracy: 1.0000For batch 852, loss is  0.0000.
853/937 [==========================>...] - ETA: 1:11 - loss: 1.7690e-06 - accuracy: 1.0000For batch 853, loss is  0.0000.
854/937 [==========================>...] - ETA: 1:10 - loss: 1.7673e-06 - accuracy: 1.0000For batch 854, loss is  0.0000.
855/937 [==========================>...] - ETA: 1:09 - loss: 1.7661e-06 - accuracy: 1.0000For batch 855, loss is  0.0000.
856/937 [==========================>...] - ETA: 1:09 - loss: 1.7705e-06 - accuracy: 1.0000For batch 856, loss is  0.0000.
