Train for 937 steps, validate for 117 steps
384/937 [===========>..................] - ETA: 4:33 - loss: 4.8180e-06 - accuracy: 1.0000For batch 384, loss is  0.0000.
385/937 [===========>..................] - ETA: 4:32 - loss: 4.8272e-06 - accuracy: 1.0000For batch 385, loss is  0.0000.
386/937 [===========>..................] - ETA: 4:32 - loss: 4.8258e-06 - accuracy: 1.0000For batch 386, loss is  0.0000.
387/937 [===========>..................] - ETA: 4:31 - loss: 4.8247e-06 - accuracy: 1.0000For batch 387, loss is  0.0000.
388/937 [===========>..................] - ETA: 4:31 - loss: 4.8258e-06 - accuracy: 1.0000For batch 388, loss is  0.0000.
389/937 [===========>..................] - ETA: 4:30 - loss: 4.8219e-06 - accuracy: 1.0000For batch 389, loss is  0.0000.
390/937 [===========>..................] - ETA: 4:30 - loss: 4.8189e-06 - accuracy: 1.0000For batch 390, loss is  0.0000.
391/937 [===========>..................] - ETA: 4:29 - loss: 4.8212e-06 - accuracy: 1.0000For batch 391, loss is  0.0000.
392/937 [===========>..................] - ETA: 4:29 - loss: 4.8190e-06 - accuracy: 1.0000For batch 392, loss is  0.0000.
393/937 [===========>..................] - ETA: 4:28 - loss: 4.8268e-06 - accuracy: 1.0000For batch 393, loss is  0.0000.
394/937 [===========>..................] - ETA: 4:28 - loss: 4.8312e-06 - accuracy: 1.0000For batch 394, loss is  0.0000.
395/937 [===========>..................] - ETA: 4:27 - loss: 4.8325e-06 - accuracy: 1.0000For batch 395, loss is  0.0000.
396/937 [===========>..................] - ETA: 4:27 - loss: 4.8266e-06 - accuracy: 1.0000For batch 396, loss is  0.0000.
397/937 [===========>..................] - ETA: 4:26 - loss: 4.8316e-06 - accuracy: 1.0000For batch 397, loss is  0.0000.
398/937 [===========>..................] - ETA: 4:26 - loss: 4.8259e-06 - accuracy: 1.0000For batch 398, loss is  0.0000.
399/937 [===========>..................] - ETA: 4:25 - loss: 4.8323e-06 - accuracy: 1.0000For batch 399, loss is  0.0000.
400/937 [===========>..................] - ETA: 4:25 - loss: 4.8242e-06 - accuracy: 1.0000For batch 400, loss is  0.0000.
401/937 [===========>..................] - ETA: 4:24 - loss: 4.8203e-06 - accuracy: 1.0000For batch 401, loss is  0.0000.
402/937 [===========>..................] - ETA: 4:24 - loss: 4.8139e-06 - accuracy: 1.0000For batch 402, loss is  0.0000.
403/937 [===========>..................] - ETA: 4:23 - loss: 4.8076e-06 - accuracy: 1.0000For batch 403, loss is  0.0000.
404/937 [===========>..................] - ETA: 4:23 - loss: 4.8079e-06 - accuracy: 1.0000For batch 404, loss is  0.0000.
405/937 [===========>..................] - ETA: 4:22 - loss: 4.8019e-06 - accuracy: 1.0000For batch 405, loss is  0.0000.
406/937 [===========>..................] - ETA: 4:22 - loss: 4.7976e-06 - accuracy: 1.0000For batch 406, loss is  0.0000.
407/937 [============>.................] - ETA: 4:21 - loss: 4.7898e-06 - accuracy: 1.0000For batch 407, loss is  0.0000.
408/937 [============>.................] - ETA: 4:21 - loss: 4.7829e-06 - accuracy: 1.0000For batch 408, loss is  0.0000.
409/937 [============>.................] - ETA: 4:20 - loss: 4.7771e-06 - accuracy: 1.0000For batch 409, loss is  0.0000.
410/937 [============>.................] - ETA: 4:20 - loss: 4.7728e-06 - accuracy: 1.0000For batch 410, loss is  0.0000.
411/937 [============>.................] - ETA: 4:19 - loss: 4.7702e-06 - accuracy: 1.0000For batch 411, loss is  0.0000.
412/937 [============>.................] - ETA: 4:19 - loss: 4.7897e-06 - accuracy: 1.0000For batch 412, loss is  0.0000.
413/937 [============>.................] - ETA: 4:18 - loss: 4.7901e-06 - accuracy: 1.0000For batch 413, loss is  0.0000.
414/937 [============>.................] - ETA: 4:18 - loss: 4.7852e-06 - accuracy: 1.0000For batch 414, loss is  0.0000.
415/937 [============>.................] - ETA: 4:17 - loss: 4.7782e-06 - accuracy: 1.0000For batch 415, loss is  0.0000.
416/937 [============>.................] - ETA: 4:17 - loss: 4.7721e-06 - accuracy: 1.0000For batch 416, loss is  0.0000.
417/937 [============>.................] - ETA: 4:16 - loss: 4.7751e-06 - accuracy: 1.0000For batch 417, loss is  0.0000.
418/937 [============>.................] - ETA: 4:16 - loss: 4.7734e-06 - accuracy: 1.0000For batch 418, loss is  0.0000.
419/937 [============>.................] - ETA: 4:15 - loss: 4.7824e-06 - accuracy: 1.0000For batch 419, loss is  0.0000.
420/937 [============>.................] - ETA: 4:15 - loss: 4.7769e-06 - accuracy: 1.0000For batch 420, loss is  0.0000.
421/937 [============>.................] - ETA: 4:14 - loss: 4.7685e-06 - accuracy: 1.0000For batch 421, loss is  0.0000.
422/937 [============>.................] - ETA: 4:14 - loss: 4.7656e-06 - accuracy: 1.0000For batch 422, loss is  0.0000.
423/937 [============>.................] - ETA: 4:13 - loss: 4.7717e-06 - accuracy: 1.0000For batch 423, loss is  0.0000.
424/937 [============>.................] - ETA: 4:13 - loss: 4.7686e-06 - accuracy: 1.0000For batch 424, loss is  0.0000.
425/937 [============>.................] - ETA: 4:12 - loss: 4.7684e-06 - accuracy: 1.0000For batch 425, loss is  0.0000.
426/937 [============>.................] - ETA: 4:12 - loss: 4.7670e-06 - accuracy: 1.0000For batch 426, loss is  0.0000.
427/937 [============>.................] - ETA: 4:11 - loss: 4.7669e-06 - accuracy: 1.0000For batch 427, loss is  0.0000.
428/937 [============>.................] - ETA: 4:11 - loss: 4.7833e-06 - accuracy: 1.0000For batch 428, loss is  0.0000.
429/937 [============>.................] - ETA: 4:10 - loss: 4.7833e-06 - accuracy: 1.0000For batch 429, loss is  0.0000.
430/937 [============>.................] - ETA: 4:10 - loss: 4.7915e-06 - accuracy: 1.0000For batch 430, loss is  0.0000.
431/937 [============>.................] - ETA: 4:09 - loss: 4.7875e-06 - accuracy: 1.0000For batch 431, loss is  0.0000.
432/937 [============>.................] - ETA: 4:09 - loss: 4.7834e-06 - accuracy: 1.0000For batch 432, loss is  0.0000.
433/937 [============>.................] - ETA: 4:08 - loss: 4.8094e-06 - accuracy: 1.0000For batch 433, loss is  0.0000.
434/937 [============>.................] - ETA: 4:08 - loss: 4.8166e-06 - accuracy: 1.0000For batch 434, loss is  0.0000.
435/937 [============>.................] - ETA: 4:07 - loss: 4.8118e-06 - accuracy: 1.0000For batch 435, loss is  0.0000.
436/937 [============>.................] - ETA: 4:07 - loss: 4.8172e-06 - accuracy: 1.0000For batch 436, loss is  0.0000.
437/937 [============>.................] - ETA: 4:06 - loss: 4.8202e-06 - accuracy: 1.0000For batch 437, loss is  0.0000.
438/937 [=============>................] - ETA: 4:06 - loss: 4.8132e-06 - accuracy: 1.0000For batch 438, loss is  0.0000.
439/937 [=============>................] - ETA: 4:05 - loss: 4.8080e-06 - accuracy: 1.0000For batch 439, loss is  0.0000.
440/937 [=============>................] - ETA: 4:05 - loss: 4.8132e-06 - accuracy: 1.0000For batch 440, loss is  0.0000.
441/937 [=============>................] - ETA: 4:04 - loss: 4.8145e-06 - accuracy: 1.0000For batch 441, loss is  0.0000.
442/937 [=============>................] - ETA: 4:04 - loss: 4.8246e-06 - accuracy: 1.0000For batch 442, loss is  0.0000.
443/937 [=============>................] - ETA: 4:03 - loss: 4.8335e-06 - accuracy: 1.0000For batch 443, loss is  0.0000.
444/937 [=============>................] - ETA: 4:03 - loss: 4.8278e-06 - accuracy: 1.0000For batch 444, loss is  0.0000.
445/937 [=============>................] - ETA: 4:02 - loss: 4.8219e-06 - accuracy: 1.0000For batch 445, loss is  0.0000.
446/937 [=============>................] - ETA: 4:02 - loss: 4.8178e-06 - accuracy: 1.0000For batch 446, loss is  0.0000.
447/937 [=============>................] - ETA: 4:01 - loss: 4.8192e-06 - accuracy: 1.0000For batch 447, loss is  0.0000.
448/937 [=============>................] - ETA: 4:01 - loss: 4.8239e-06 - accuracy: 1.0000For batch 448, loss is  0.0000.
449/937 [=============>................] - ETA: 4:00 - loss: 4.8256e-06 - accuracy: 1.0000For batch 449, loss is  0.0000.
450/937 [=============>................] - ETA: 4:00 - loss: 4.8205e-06 - accuracy: 1.0000For batch 450, loss is  0.0000.
451/937 [=============>................] - ETA: 4:00 - loss: 4.8141e-06 - accuracy: 1.0000For batch 451, loss is  0.0000.
452/937 [=============>................] - ETA: 3:59 - loss: 4.8078e-06 - accuracy: 1.0000For batch 452, loss is  0.0000.
453/937 [=============>................] - ETA: 3:59 - loss: 4.8090e-06 - accuracy: 1.0000For batch 453, loss is  0.0000.
454/937 [=============>................] - ETA: 3:58 - loss: 4.8009e-06 - accuracy: 1.0000For batch 454, loss is  0.0000.
455/937 [=============>................] - ETA: 3:58 - loss: 4.8028e-06 - accuracy: 1.0000For batch 455, loss is  0.0000.
456/937 [=============>................] - ETA: 3:57 - loss: 4.8128e-06 - accuracy: 1.0000For batch 456, loss is  0.0000.
457/937 [=============>................] - ETA: 3:57 - loss: 4.8257e-06 - accuracy: 1.0000For batch 457, loss is  0.0000.
458/937 [=============>................] - ETA: 3:56 - loss: 4.8355e-06 - accuracy: 1.0000For batch 458, loss is  0.0000.
459/937 [=============>................] - ETA: 3:56 - loss: 4.8278e-06 - accuracy: 1.0000For batch 459, loss is  0.0000.
460/937 [=============>................] - ETA: 3:55 - loss: 4.8289e-06 - accuracy: 1.0000For batch 460, loss is  0.0000.
461/937 [=============>................] - ETA: 3:55 - loss: 4.8344e-06 - accuracy: 1.0000For batch 461, loss is  0.0000.
462/937 [=============>................] - ETA: 3:54 - loss: 4.8613e-06 - accuracy: 1.0000For batch 462, loss is  0.0000.
463/937 [=============>................] - ETA: 3:54 - loss: 4.8589e-06 - accuracy: 1.0000For batch 463, loss is  0.0000.
464/937 [=============>................] - ETA: 3:53 - loss: 4.8556e-06 - accuracy: 1.0000For batch 464, loss is  0.0000.
465/937 [=============>................] - ETA: 3:53 - loss: 4.8517e-06 - accuracy: 1.0000For batch 465, loss is  0.0000.
466/937 [=============>................] - ETA: 3:52 - loss: 4.8578e-06 - accuracy: 1.0000For batch 466, loss is  0.0000.
467/937 [=============>................] - ETA: 3:52 - loss: 4.8549e-06 - accuracy: 1.0000For batch 467, loss is  0.0000.
468/937 [=============>................] - ETA: 3:51 - loss: 4.8634e-06 - accuracy: 1.0000For batch 468, loss is  0.0000.
469/937 [==============>...............] - ETA: 3:51 - loss: 4.8630e-06 - accuracy: 1.0000For batch 469, loss is  0.0000.
470/937 [==============>...............] - ETA: 3:50 - loss: 4.8640e-06 - accuracy: 1.0000For batch 470, loss is  0.0000.
471/937 [==============>...............] - ETA: 3:50 - loss: 4.8640e-06 - accuracy: 1.0000For batch 471, loss is  0.0000.
472/937 [==============>...............] - ETA: 3:49 - loss: 4.8641e-06 - accuracy: 1.0000For batch 472, loss is  0.0000.
473/937 [==============>...............] - ETA: 3:49 - loss: 4.8646e-06 - accuracy: 1.0000For batch 473, loss is  0.0000.
474/937 [==============>...............] - ETA: 3:48 - loss: 4.8580e-06 - accuracy: 1.0000For batch 474, loss is  0.0000.
475/937 [==============>...............] - ETA: 3:48 - loss: 4.8606e-06 - accuracy: 1.0000For batch 475, loss is  0.0000.
476/937 [==============>...............] - ETA: 3:47 - loss: 4.8627e-06 - accuracy: 1.0000For batch 476, loss is  0.0000.
477/937 [==============>...............] - ETA: 3:47 - loss: 4.8583e-06 - accuracy: 1.0000For batch 477, loss is  0.0000.
478/937 [==============>...............] - ETA: 3:46 - loss: 4.8537e-06 - accuracy: 1.0000For batch 478, loss is  0.0000.
479/937 [==============>...............] - ETA: 3:46 - loss: 4.8695e-06 - accuracy: 1.0000For batch 479, loss is  0.0000.
480/937 [==============>...............] - ETA: 3:45 - loss: 4.8663e-06 - accuracy: 1.0000For batch 480, loss is  0.0000.
481/937 [==============>...............] - ETA: 3:45 - loss: 4.8639e-06 - accuracy: 1.0000For batch 481, loss is  0.0000.
482/937 [==============>...............] - ETA: 3:44 - loss: 4.8573e-06 - accuracy: 1.0000For batch 482, loss is  0.0000.
483/937 [==============>...............] - ETA: 3:44 - loss: 4.8579e-06 - accuracy: 1.0000For batch 483, loss is  0.0000.
484/937 [==============>...............] - ETA: 3:43 - loss: 4.8562e-06 - accuracy: 1.0000For batch 484, loss is  0.0000.
485/937 [==============>...............] - ETA: 3:43 - loss: 4.8512e-06 - accuracy: 1.0000For batch 485, loss is  0.0000.
486/937 [==============>...............] - ETA: 3:42 - loss: 4.8577e-06 - accuracy: 1.0000For batch 486, loss is  0.0000.
487/937 [==============>...............] - ETA: 3:42 - loss: 4.8636e-06 - accuracy: 1.0000For batch 487, loss is  0.0000.
488/937 [==============>...............] - ETA: 3:41 - loss: 4.8658e-06 - accuracy: 1.0000For batch 488, loss is  0.0000.
489/937 [==============>...............] - ETA: 3:41 - loss: 4.8654e-06 - accuracy: 1.0000For batch 489, loss is  0.0000.
490/937 [==============>...............] - ETA: 3:40 - loss: 4.8587e-06 - accuracy: 1.0000For batch 490, loss is  0.0000.
491/937 [==============>...............] - ETA: 3:40 - loss: 4.8529e-06 - accuracy: 1.0000For batch 491, loss is  0.0000.
492/937 [==============>...............] - ETA: 3:39 - loss: 4.8514e-06 - accuracy: 1.0000For batch 492, loss is  0.0000.
493/937 [==============>...............] - ETA: 3:39 - loss: 4.8529e-06 - accuracy: 1.0000For batch 493, loss is  0.0000.
494/937 [==============>...............] - ETA: 3:38 - loss: 4.8467e-06 - accuracy: 1.0000For batch 494, loss is  0.0000.
495/937 [==============>...............] - ETA: 3:38 - loss: 4.8538e-06 - accuracy: 1.0000For batch 495, loss is  0.0000.
496/937 [==============>...............] - ETA: 3:37 - loss: 4.8521e-06 - accuracy: 1.0000For batch 496, loss is  0.0000.
497/937 [==============>...............] - ETA: 3:37 - loss: 4.8507e-06 - accuracy: 1.0000For batch 497, loss is  0.0000.
498/937 [==============>...............] - ETA: 3:36 - loss: 4.8448e-06 - accuracy: 1.0000For batch 498, loss is  0.0000.
499/937 [==============>...............] - ETA: 3:36 - loss: 4.8468e-06 - accuracy: 1.0000For batch 499, loss is  0.0000.
500/937 [===============>..............] - ETA: 3:35 - loss: 4.8408e-06 - accuracy: 1.0000For batch 500, loss is  0.0000.
501/937 [===============>..............] - ETA: 3:35 - loss: 4.8376e-06 - accuracy: 1.0000For batch 501, loss is  0.0000.
502/937 [===============>..............] - ETA: 3:34 - loss: 4.8331e-06 - accuracy: 1.0000For batch 502, loss is  0.0000.
503/937 [===============>..............] - ETA: 3:34 - loss: 4.8299e-06 - accuracy: 1.0000For batch 503, loss is  0.0000.
504/937 [===============>..............] - ETA: 3:33 - loss: 4.8366e-06 - accuracy: 1.0000For batch 504, loss is  0.0000.
505/937 [===============>..............] - ETA: 3:33 - loss: 4.8333e-06 - accuracy: 1.0000For batch 505, loss is  0.0000.
506/937 [===============>..............] - ETA: 3:32 - loss: 4.8357e-06 - accuracy: 1.0000For batch 506, loss is  0.0000.
507/937 [===============>..............] - ETA: 3:32 - loss: 4.8436e-06 - accuracy: 1.0000For batch 507, loss is  0.0000.
508/937 [===============>..............] - ETA: 3:31 - loss: 4.8404e-06 - accuracy: 1.0000For batch 508, loss is  0.0000.
509/937 [===============>..............] - ETA: 3:31 - loss: 4.8473e-06 - accuracy: 1.0000For batch 509, loss is  0.0000.
510/937 [===============>..............] - ETA: 3:30 - loss: 4.8626e-06 - accuracy: 1.0000For batch 510, loss is  0.0000.
511/937 [===============>..............] - ETA: 3:30 - loss: 4.8561e-06 - accuracy: 1.0000For batch 511, loss is  0.0000.
512/937 [===============>..............] - ETA: 3:29 - loss: 4.8500e-06 - accuracy: 1.0000For batch 512, loss is  0.0000.
513/937 [===============>..............] - ETA: 3:29 - loss: 4.8501e-06 - accuracy: 1.0000For batch 513, loss is  0.0000.
514/937 [===============>..............] - ETA: 3:28 - loss: 4.8520e-06 - accuracy: 1.0000For batch 514, loss is  0.0000.
515/937 [===============>..............] - ETA: 3:28 - loss: 4.8473e-06 - accuracy: 1.0000For batch 515, loss is  0.0000.
516/937 [===============>..............] - ETA: 3:27 - loss: 4.8414e-06 - accuracy: 1.0000For batch 516, loss is  0.0000.
517/937 [===============>..............] - ETA: 3:27 - loss: 4.8350e-06 - accuracy: 1.0000For batch 517, loss is  0.0000.
518/937 [===============>..............] - ETA: 3:26 - loss: 4.8342e-06 - accuracy: 1.0000For batch 518, loss is  0.0000.
519/937 [===============>..............] - ETA: 3:26 - loss: 4.8322e-06 - accuracy: 1.0000For batch 519, loss is  0.0000.
520/937 [===============>..............] - ETA: 3:25 - loss: 4.8427e-06 - accuracy: 1.0000For batch 520, loss is  0.0000.
521/937 [===============>..............] - ETA: 3:25 - loss: 4.8373e-06 - accuracy: 1.0000For batch 521, loss is  0.0000.
522/937 [===============>..............] - ETA: 3:24 - loss: 4.8342e-06 - accuracy: 1.0000For batch 522, loss is  0.0000.
523/937 [===============>..............] - ETA: 3:24 - loss: 4.8308e-06 - accuracy: 1.0000For batch 523, loss is  0.0000.
524/937 [===============>..............] - ETA: 3:23 - loss: 4.8281e-06 - accuracy: 1.0000For batch 524, loss is  0.0000.
525/937 [===============>..............] - ETA: 3:23 - loss: 4.8221e-06 - accuracy: 1.0000For batch 525, loss is  0.0000.
526/937 [===============>..............] - ETA: 3:22 - loss: 4.8194e-06 - accuracy: 1.0000For batch 526, loss is  0.0000.
527/937 [===============>..............] - ETA: 3:22 - loss: 4.8179e-06 - accuracy: 1.0000For batch 527, loss is  0.0000.
528/937 [===============>..............] - ETA: 3:21 - loss: 4.8157e-06 - accuracy: 1.0000For batch 528, loss is  0.0000.
529/937 [===============>..............] - ETA: 3:21 - loss: 4.8123e-06 - accuracy: 1.0000For batch 529, loss is  0.0000.
530/937 [===============>..............] - ETA: 3:20 - loss: 4.8104e-06 - accuracy: 1.0000For batch 530, loss is  0.0000.
531/937 [================>.............] - ETA: 3:20 - loss: 4.8067e-06 - accuracy: 1.0000For batch 531, loss is  0.0000.
532/937 [================>.............] - ETA: 3:19 - loss: 4.8105e-06 - accuracy: 1.0000For batch 532, loss is  0.0000.
533/937 [================>.............] - ETA: 3:19 - loss: 4.8050e-06 - accuracy: 1.0000For batch 533, loss is  0.0000.
534/937 [================>.............] - ETA: 3:18 - loss: 4.8006e-06 - accuracy: 1.0000For batch 534, loss is  0.0000.
535/937 [================>.............] - ETA: 3:18 - loss: 4.7976e-06 - accuracy: 1.0000For batch 535, loss is  0.0000.
536/937 [================>.............] - ETA: 3:18 - loss: 4.7942e-06 - accuracy: 1.0000For batch 536, loss is  0.0000.
537/937 [================>.............] - ETA: 3:17 - loss: 4.7944e-06 - accuracy: 1.0000For batch 537, loss is  0.0000.
538/937 [================>.............] - ETA: 3:17 - loss: 4.7893e-06 - accuracy: 1.0000For batch 538, loss is  0.0000.
539/937 [================>.............] - ETA: 3:16 - loss: 4.7853e-06 - accuracy: 1.0000For batch 539, loss is  0.0000.
540/937 [================>.............] - ETA: 3:16 - loss: 4.7956e-06 - accuracy: 1.0000For batch 540, loss is  0.0000.
541/937 [================>.............] - ETA: 3:15 - loss: 4.7966e-06 - accuracy: 1.0000For batch 541, loss is  0.0000.
542/937 [================>.............] - ETA: 3:15 - loss: 4.7899e-06 - accuracy: 1.0000For batch 542, loss is  0.0000.
543/937 [================>.............] - ETA: 3:14 - loss: 4.7867e-06 - accuracy: 1.0000For batch 543, loss is  0.0000.
544/937 [================>.............] - ETA: 3:14 - loss: 4.7868e-06 - accuracy: 1.0000For batch 544, loss is  0.0000.
545/937 [================>.............] - ETA: 3:13 - loss: 4.7801e-06 - accuracy: 1.0000For batch 545, loss is  0.0000.
546/937 [================>.............] - ETA: 3:13 - loss: 4.7747e-06 - accuracy: 1.0000For batch 546, loss is  0.0000.
547/937 [================>.............] - ETA: 3:12 - loss: 4.7767e-06 - accuracy: 1.0000For batch 547, loss is  0.0000.
548/937 [================>.............] - ETA: 3:12 - loss: 4.7782e-06 - accuracy: 1.0000For batch 548, loss is  0.0000.
549/937 [================>.............] - ETA: 3:11 - loss: 4.7764e-06 - accuracy: 1.0000For batch 549, loss is  0.0000.
550/937 [================>.............] - ETA: 3:11 - loss: 4.7767e-06 - accuracy: 1.0000For batch 550, loss is  0.0000.
551/937 [================>.............] - ETA: 3:10 - loss: 4.7704e-06 - accuracy: 1.0000For batch 551, loss is  0.0000.
552/937 [================>.............] - ETA: 3:10 - loss: 4.7829e-06 - accuracy: 1.0000For batch 552, loss is  0.0000.
553/937 [================>.............] - ETA: 3:09 - loss: 4.7794e-06 - accuracy: 1.0000For batch 553, loss is  0.0000.
554/937 [================>.............] - ETA: 3:09 - loss: 4.7734e-06 - accuracy: 1.0000For batch 554, loss is  0.0000.
555/937 [================>.............] - ETA: 3:08 - loss: 4.7730e-06 - accuracy: 1.0000For batch 555, loss is  0.0000.
556/937 [================>.............] - ETA: 3:08 - loss: 4.7668e-06 - accuracy: 1.0000For batch 556, loss is  0.0000.
557/937 [================>.............] - ETA: 3:07 - loss: 4.7719e-06 - accuracy: 1.0000For batch 557, loss is  0.0000.
558/937 [================>.............] - ETA: 3:07 - loss: 4.7698e-06 - accuracy: 1.0000For batch 558, loss is  0.0000.
559/937 [================>.............] - ETA: 3:06 - loss: 4.7653e-06 - accuracy: 1.0000For batch 559, loss is  0.0000.
560/937 [================>.............] - ETA: 3:06 - loss: 4.7625e-06 - accuracy: 1.0000For batch 560, loss is  0.0000.
561/937 [================>.............] - ETA: 3:05 - loss: 4.7599e-06 - accuracy: 1.0000For batch 561, loss is  0.0000.
562/937 [================>.............] - ETA: 3:05 - loss: 4.7579e-06 - accuracy: 1.0000For batch 562, loss is  0.0000.
563/937 [=================>............] - ETA: 3:04 - loss: 4.7541e-06 - accuracy: 1.0000For batch 563, loss is  0.0000.
564/937 [=================>............] - ETA: 3:04 - loss: 4.7563e-06 - accuracy: 1.0000For batch 564, loss is  0.0000.
565/937 [=================>............] - ETA: 3:03 - loss: 4.7699e-06 - accuracy: 1.0000For batch 565, loss is  0.0000.
566/937 [=================>............] - ETA: 3:03 - loss: 4.7670e-06 - accuracy: 1.0000For batch 566, loss is  0.0000.
567/937 [=================>............] - ETA: 3:02 - loss: 4.7614e-06 - accuracy: 1.0000For batch 567, loss is  0.0000.
568/937 [=================>............] - ETA: 3:02 - loss: 4.7589e-06 - accuracy: 1.0000For batch 568, loss is  0.0000.
569/937 [=================>............] - ETA: 3:01 - loss: 4.7699e-06 - accuracy: 1.0000For batch 569, loss is  0.0000.
570/937 [=================>............] - ETA: 3:01 - loss: 4.7647e-06 - accuracy: 1.0000For batch 570, loss is  0.0000.
571/937 [=================>............] - ETA: 3:00 - loss: 4.7600e-06 - accuracy: 1.0000For batch 571, loss is  0.0000.
572/937 [=================>............] - ETA: 3:00 - loss: 4.7598e-06 - accuracy: 1.0000For batch 572, loss is  0.0000.
573/937 [=================>............] - ETA: 2:59 - loss: 4.7748e-06 - accuracy: 1.0000For batch 573, loss is  0.0000.
574/937 [=================>............] - ETA: 2:59 - loss: 4.7704e-06 - accuracy: 1.0000For batch 574, loss is  0.0000.
575/937 [=================>............] - ETA: 2:58 - loss: 4.7660e-06 - accuracy: 1.0000For batch 575, loss is  0.0000.
576/937 [=================>............] - ETA: 2:58 - loss: 4.7670e-06 - accuracy: 1.0000For batch 576, loss is  0.0000.
577/937 [=================>............] - ETA: 2:57 - loss: 4.7621e-06 - accuracy: 1.0000For batch 577, loss is  0.0000.
578/937 [=================>............] - ETA: 2:57 - loss: 4.7643e-06 - accuracy: 1.0000For batch 578, loss is  0.0000.
579/937 [=================>............] - ETA: 2:56 - loss: 4.7580e-06 - accuracy: 1.0000For batch 579, loss is  0.0000.
580/937 [=================>............] - ETA: 2:56 - loss: 4.7533e-06 - accuracy: 1.0000For batch 580, loss is  0.0000.
581/937 [=================>............] - ETA: 2:55 - loss: 4.7518e-06 - accuracy: 1.0000For batch 581, loss is  0.0000.
582/937 [=================>............] - ETA: 2:55 - loss: 4.7532e-06 - accuracy: 1.0000For batch 582, loss is  0.0000.
583/937 [=================>............] - ETA: 2:54 - loss: 4.7548e-06 - accuracy: 1.0000For batch 583, loss is  0.0000.
584/937 [=================>............] - ETA: 2:54 - loss: 4.7501e-06 - accuracy: 1.0000For batch 584, loss is  0.0000.
585/937 [=================>............] - ETA: 2:53 - loss: 4.7488e-06 - accuracy: 1.0000For batch 585, loss is  0.0000.
586/937 [=================>............] - ETA: 2:53 - loss: 4.7443e-06 - accuracy: 1.0000For batch 586, loss is  0.0000.
587/937 [=================>............] - ETA: 2:52 - loss: 4.7605e-06 - accuracy: 1.0000For batch 587, loss is  0.0000.
588/937 [=================>............] - ETA: 2:52 - loss: 4.7587e-06 - accuracy: 1.0000For batch 588, loss is  0.0000.
589/937 [=================>............] - ETA: 2:51 - loss: 4.7674e-06 - accuracy: 1.0000For batch 589, loss is  0.0000.
590/937 [=================>............] - ETA: 2:51 - loss: 4.7632e-06 - accuracy: 1.0000For batch 590, loss is  0.0000.
591/937 [=================>............] - ETA: 2:50 - loss: 4.7717e-06 - accuracy: 1.0000For batch 591, loss is  0.0000.
592/937 [=================>............] - ETA: 2:50 - loss: 4.7769e-06 - accuracy: 1.0000For batch 592, loss is  0.0000.
593/937 [=================>............] - ETA: 2:49 - loss: 4.7718e-06 - accuracy: 1.0000For batch 593, loss is  0.0000.
594/937 [==================>...........] - ETA: 2:49 - loss: 4.7736e-06 - accuracy: 1.0000For batch 594, loss is  0.0000.
595/937 [==================>...........] - ETA: 2:48 - loss: 4.8124e-06 - accuracy: 1.0000For batch 595, loss is  0.0000.
596/937 [==================>...........] - ETA: 2:48 - loss: 4.8080e-06 - accuracy: 1.0000For batch 596, loss is  0.0000.
597/937 [==================>...........] - ETA: 2:47 - loss: 4.8054e-06 - accuracy: 1.0000For batch 597, loss is  0.0000.
598/937 [==================>...........] - ETA: 2:47 - loss: 4.8000e-06 - accuracy: 1.0000For batch 598, loss is  0.0000.
599/937 [==================>...........] - ETA: 2:46 - loss: 4.7976e-06 - accuracy: 1.0000For batch 599, loss is  0.0000.
600/937 [==================>...........] - ETA: 2:46 - loss: 4.8022e-06 - accuracy: 1.0000For batch 600, loss is  0.0000.
601/937 [==================>...........] - ETA: 2:45 - loss: 4.7967e-06 - accuracy: 1.0000For batch 601, loss is  0.0000.
602/937 [==================>...........] - ETA: 2:45 - loss: 4.7941e-06 - accuracy: 1.0000For batch 602, loss is  0.0000.
603/937 [==================>...........] - ETA: 2:44 - loss: 4.7908e-06 - accuracy: 1.0000For batch 603, loss is  0.0000.
604/937 [==================>...........] - ETA: 2:44 - loss: 4.7880e-06 - accuracy: 1.0000For batch 604, loss is  0.0000.
605/937 [==================>...........] - ETA: 2:43 - loss: 4.7848e-06 - accuracy: 1.0000For batch 605, loss is  0.0000.
606/937 [==================>...........] - ETA: 2:43 - loss: 4.7801e-06 - accuracy: 1.0000For batch 606, loss is  0.0000.
607/937 [==================>...........] - ETA: 2:42 - loss: 4.7761e-06 - accuracy: 1.0000For batch 607, loss is  0.0000.
608/937 [==================>...........] - ETA: 2:42 - loss: 4.7716e-06 - accuracy: 1.0000For batch 608, loss is  0.0000.
609/937 [==================>...........] - ETA: 2:41 - loss: 4.7676e-06 - accuracy: 1.0000For batch 609, loss is  0.0000.
610/937 [==================>...........] - ETA: 2:41 - loss: 4.7704e-06 - accuracy: 1.0000For batch 610, loss is  0.0000.
611/937 [==================>...........] - ETA: 2:41 - loss: 4.7659e-06 - accuracy: 1.0000For batch 611, loss is  0.0000.
612/937 [==================>...........] - ETA: 2:40 - loss: 4.7653e-06 - accuracy: 1.0000For batch 612, loss is  0.0000.
613/937 [==================>...........] - ETA: 2:40 - loss: 4.7679e-06 - accuracy: 1.0000For batch 613, loss is  0.0000.
614/937 [==================>...........] - ETA: 2:39 - loss: 4.7631e-06 - accuracy: 1.0000For batch 614, loss is  0.0000.
