Train for 937 steps, validate for 117 steps
836/937 [=========================>....] - ETA: 49s - loss: 1.9257e-04 - accuracy: 1.0000For batch 836, loss is  0.0000.
837/937 [=========================>....] - ETA: 49s - loss: 1.9235e-04 - accuracy: 1.0000For batch 837, loss is  0.0000.
838/937 [=========================>....] - ETA: 48s - loss: 1.9216e-04 - accuracy: 1.0000For batch 838, loss is  0.0000.
839/937 [=========================>....] - ETA: 48s - loss: 1.9198e-04 - accuracy: 1.0000For batch 839, loss is  0.0004.
840/937 [=========================>....] - ETA: 47s - loss: 1.9227e-04 - accuracy: 1.0000For batch 840, loss is  0.0001.
841/937 [=========================>....] - ETA: 47s - loss: 1.9211e-04 - accuracy: 1.0000For batch 841, loss is  0.0000.
842/937 [=========================>....] - ETA: 46s - loss: 1.9189e-04 - accuracy: 1.0000For batch 842, loss is  0.0000.
843/937 [=========================>....] - ETA: 46s - loss: 1.9168e-04 - accuracy: 1.0000For batch 843, loss is  0.0000.
844/937 [==========================>...] - ETA: 45s - loss: 1.9150e-04 - accuracy: 1.0000For batch 844, loss is  0.0000.
845/937 [==========================>...] - ETA: 45s - loss: 1.9130e-04 - accuracy: 1.0000For batch 845, loss is  0.0000.
846/937 [==========================>...] - ETA: 44s - loss: 1.9108e-04 - accuracy: 1.0000For batch 846, loss is  0.0000.
847/937 [==========================>...] - ETA: 44s - loss: 1.9088e-04 - accuracy: 1.0000For batch 847, loss is  0.0000.
848/937 [==========================>...] - ETA: 43s - loss: 1.9072e-04 - accuracy: 1.0000For batch 848, loss is  0.0001.
849/937 [==========================>...] - ETA: 43s - loss: 1.9055e-04 - accuracy: 1.0000For batch 849, loss is  0.0000.
850/937 [==========================>...] - ETA: 42s - loss: 1.9036e-04 - accuracy: 1.0000For batch 850, loss is  0.0000.
851/937 [==========================>...] - ETA: 42s - loss: 1.9016e-04 - accuracy: 1.0000For batch 851, loss is  0.0000.
852/937 [==========================>...] - ETA: 41s - loss: 1.8997e-04 - accuracy: 1.0000For batch 852, loss is  0.0000.
853/937 [==========================>...] - ETA: 41s - loss: 1.8976e-04 - accuracy: 1.0000For batch 853, loss is  0.0001.
854/937 [==========================>...] - ETA: 40s - loss: 1.8966e-04 - accuracy: 1.0000For batch 854, loss is  0.0000.
855/937 [==========================>...] - ETA: 40s - loss: 1.8944e-04 - accuracy: 1.0000For batch 855, loss is  0.0000.
856/937 [==========================>...] - ETA: 39s - loss: 1.8923e-04 - accuracy: 1.0000For batch 856, loss is  0.0030.
857/937 [==========================>...] - ETA: 39s - loss: 1.9251e-04 - accuracy: 1.0000For batch 857, loss is  0.0000.
858/937 [==========================>...] - ETA: 38s - loss: 1.9231e-04 - accuracy: 1.0000For batch 858, loss is  0.0000.
859/937 [==========================>...] - ETA: 38s - loss: 1.9213e-04 - accuracy: 1.0000For batch 859, loss is  0.0000.
860/937 [==========================>...] - ETA: 37s - loss: 1.9194e-04 - accuracy: 1.0000For batch 860, loss is  0.0002.
861/937 [==========================>...] - ETA: 37s - loss: 1.9191e-04 - accuracy: 1.0000For batch 861, loss is  0.0001.
862/937 [==========================>...] - ETA: 36s - loss: 1.9185e-04 - accuracy: 1.0000For batch 862, loss is  0.0000.
863/937 [==========================>...] - ETA: 36s - loss: 1.9167e-04 - accuracy: 1.0000For batch 863, loss is  0.0000.
864/937 [==========================>...] - ETA: 35s - loss: 1.9146e-04 - accuracy: 1.0000For batch 864, loss is  0.0000.
865/937 [==========================>...] - ETA: 35s - loss: 1.9125e-04 - accuracy: 1.0000For batch 865, loss is  0.0000.
866/937 [==========================>...] - ETA: 34s - loss: 1.9106e-04 - accuracy: 1.0000For batch 866, loss is  0.0001.
867/937 [==========================>...] - ETA: 34s - loss: 1.9090e-04 - accuracy: 1.0000For batch 867, loss is  0.0000.
868/937 [==========================>...] - ETA: 33s - loss: 1.9070e-04 - accuracy: 1.0000For batch 868, loss is  0.0000.
869/937 [==========================>...] - ETA: 33s - loss: 1.9051e-04 - accuracy: 1.0000For batch 869, loss is  0.0000.
870/937 [==========================>...] - ETA: 32s - loss: 1.9032e-04 - accuracy: 1.0000For batch 870, loss is  0.0001.
871/937 [==========================>...] - ETA: 32s - loss: 1.9023e-04 - accuracy: 1.0000For batch 871, loss is  0.0000.
872/937 [==========================>...] - ETA: 31s - loss: 1.9003e-04 - accuracy: 1.0000For batch 872, loss is  0.0000.
873/937 [==========================>...] - ETA: 31s - loss: 1.8983e-04 - accuracy: 1.0000For batch 873, loss is  0.0001.
874/937 [==========================>...] - ETA: 31s - loss: 1.8968e-04 - accuracy: 1.0000For batch 874, loss is  0.0000.
875/937 [===========================>..] - ETA: 30s - loss: 1.8950e-04 - accuracy: 1.0000For batch 875, loss is  0.0000.
876/937 [===========================>..] - ETA: 30s - loss: 1.8931e-04 - accuracy: 1.0000For batch 876, loss is  0.0000.
877/937 [===========================>..] - ETA: 29s - loss: 1.8914e-04 - accuracy: 1.0000For batch 877, loss is  0.0004.
878/937 [===========================>..] - ETA: 29s - loss: 1.8943e-04 - accuracy: 1.0000For batch 878, loss is  0.0005.
879/937 [===========================>..] - ETA: 28s - loss: 1.8981e-04 - accuracy: 1.0000For batch 879, loss is  0.0001.
880/937 [===========================>..] - ETA: 28s - loss: 1.8967e-04 - accuracy: 1.0000For batch 880, loss is  0.0000.
881/937 [===========================>..] - ETA: 27s - loss: 1.8950e-04 - accuracy: 1.0000For batch 881, loss is  0.0001.
882/937 [===========================>..] - ETA: 27s - loss: 1.8937e-04 - accuracy: 1.0000For batch 882, loss is  0.0001.
883/937 [===========================>..] - ETA: 26s - loss: 1.8921e-04 - accuracy: 1.0000For batch 883, loss is  0.0001.
884/937 [===========================>..] - ETA: 26s - loss: 1.8912e-04 - accuracy: 1.0000For batch 884, loss is  0.0005.
885/937 [===========================>..] - ETA: 25s - loss: 1.8943e-04 - accuracy: 1.0000For batch 885, loss is  0.0000.
886/937 [===========================>..] - ETA: 25s - loss: 1.8923e-04 - accuracy: 1.0000For batch 886, loss is  0.0000.
887/937 [===========================>..] - ETA: 24s - loss: 1.8907e-04 - accuracy: 1.0000For batch 887, loss is  0.0000.
888/937 [===========================>..] - ETA: 24s - loss: 1.8887e-04 - accuracy: 1.0000For batch 888, loss is  0.0002.
889/937 [===========================>..] - ETA: 23s - loss: 1.8883e-04 - accuracy: 1.0000For batch 889, loss is  0.0000.
890/937 [===========================>..] - ETA: 23s - loss: 1.8865e-04 - accuracy: 1.0000For batch 890, loss is  0.0001.
891/937 [===========================>..] - ETA: 22s - loss: 1.8857e-04 - accuracy: 1.0000For batch 891, loss is  0.0000.
892/937 [===========================>..] - ETA: 22s - loss: 1.8841e-04 - accuracy: 1.0000For batch 892, loss is  0.0000.
893/937 [===========================>..] - ETA: 21s - loss: 1.8821e-04 - accuracy: 1.0000For batch 893, loss is  0.0000.
894/937 [===========================>..] - ETA: 21s - loss: 1.8802e-04 - accuracy: 1.0000For batch 894, loss is  0.0000.
895/937 [===========================>..] - ETA: 20s - loss: 1.8782e-04 - accuracy: 1.0000For batch 895, loss is  0.0000.
896/937 [===========================>..] - ETA: 20s - loss: 1.8762e-04 - accuracy: 1.0000For batch 896, loss is  0.0000.
897/937 [===========================>..] - ETA: 19s - loss: 1.8743e-04 - accuracy: 1.0000For batch 897, loss is  0.0000.
898/937 [===========================>..] - ETA: 19s - loss: 1.8728e-04 - accuracy: 1.0000For batch 898, loss is  0.0001.
899/937 [===========================>..] - ETA: 18s - loss: 1.8714e-04 - accuracy: 1.0000For batch 899, loss is  0.0000.
900/937 [===========================>..] - ETA: 18s - loss: 1.8696e-04 - accuracy: 1.0000For batch 900, loss is  0.0001.
901/937 [===========================>..] - ETA: 17s - loss: 1.8681e-04 - accuracy: 1.0000For batch 901, loss is  0.0000.
902/937 [===========================>..] - ETA: 17s - loss: 1.8662e-04 - accuracy: 1.0000For batch 902, loss is  0.0000.
903/937 [===========================>..] - ETA: 16s - loss: 1.8643e-04 - accuracy: 1.0000For batch 903, loss is  0.0004.
904/937 [===========================>..] - ETA: 16s - loss: 1.8669e-04 - accuracy: 1.0000For batch 904, loss is  0.0000.
905/937 [===========================>..] - ETA: 15s - loss: 1.8649e-04 - accuracy: 1.0000For batch 905, loss is  0.0000.
906/937 [============================>.] - ETA: 15s - loss: 1.8632e-04 - accuracy: 1.0000For batch 906, loss is  0.0000.
907/937 [============================>.] - ETA: 14s - loss: 1.8613e-04 - accuracy: 1.0000For batch 907, loss is  0.0000.
908/937 [============================>.] - ETA: 14s - loss: 1.8594e-04 - accuracy: 1.0000For batch 908, loss is  0.0000.
909/937 [============================>.] - ETA: 13s - loss: 1.8575e-04 - accuracy: 1.0000For batch 909, loss is  0.0000.
910/937 [============================>.] - ETA: 13s - loss: 1.8555e-04 - accuracy: 1.0000For batch 910, loss is  0.0000.
911/937 [============================>.] - ETA: 12s - loss: 1.8536e-04 - accuracy: 1.0000For batch 911, loss is  0.0000.
912/937 [============================>.] - ETA: 12s - loss: 1.8517e-04 - accuracy: 1.0000For batch 912, loss is  0.0000.
913/937 [============================>.] - ETA: 11s - loss: 1.8499e-04 - accuracy: 1.0000For batch 913, loss is  0.0000.
914/937 [============================>.] - ETA: 11s - loss: 1.8480e-04 - accuracy: 1.0000For batch 914, loss is  0.0000.
915/937 [============================>.] - ETA: 10s - loss: 1.8461e-04 - accuracy: 1.0000For batch 915, loss is  0.0074.
916/937 [============================>.] - ETA: 10s - loss: 1.9252e-04 - accuracy: 1.0000For batch 916, loss is  0.0000.
917/937 [============================>.] - ETA: 9s - loss: 1.9232e-04 - accuracy: 1.0000 For batch 917, loss is  0.0000.
918/937 [============================>.] - ETA: 9s - loss: 1.9214e-04 - accuracy: 1.0000For batch 918, loss is  0.0000.
919/937 [============================>.] - ETA: 8s - loss: 1.9195e-04 - accuracy: 1.0000For batch 919, loss is  0.0000.
920/937 [============================>.] - ETA: 8s - loss: 1.9176e-04 - accuracy: 1.0000For batch 920, loss is  0.0000.
921/937 [============================>.] - ETA: 7s - loss: 1.9156e-04 - accuracy: 1.0000For batch 921, loss is  0.0000.
922/937 [============================>.] - ETA: 7s - loss: 1.9139e-04 - accuracy: 1.0000For batch 922, loss is  0.0000.
923/937 [============================>.] - ETA: 6s - loss: 1.9122e-04 - accuracy: 1.0000For batch 923, loss is  0.0000.
924/937 [============================>.] - ETA: 6s - loss: 1.9104e-04 - accuracy: 1.0000For batch 924, loss is  0.0000.
925/937 [============================>.] - ETA: 5s - loss: 1.9086e-04 - accuracy: 1.0000For batch 925, loss is  0.0165.
926/937 [============================>.] - ETA: 5s - loss: 2.0852e-04 - accuracy: 1.0000For batch 926, loss is  0.0000.
927/937 [============================>.] - ETA: 4s - loss: 2.0832e-04 - accuracy: 1.0000For batch 927, loss is  0.0001.
928/937 [============================>.] - ETA: 4s - loss: 2.0816e-04 - accuracy: 1.0000For batch 928, loss is  0.0000.
929/937 [============================>.] - ETA: 3s - loss: 2.0797e-04 - accuracy: 1.0000For batch 929, loss is  0.0000.
930/937 [============================>.] - ETA: 3s - loss: 2.0780e-04 - accuracy: 1.0000For batch 930, loss is  0.0001.
931/937 [============================>.] - ETA: 2s - loss: 2.0766e-04 - accuracy: 1.0000For batch 931, loss is  0.0000.
932/937 [============================>.] - ETA: 2s - loss: 2.0748e-04 - accuracy: 1.0000For batch 932, loss is  0.0000.
933/937 [============================>.] - ETA: 1s - loss: 2.0727e-04 - accuracy: 1.0000For batch 933, loss is  0.0016.
934/937 [============================>.] - ETA: 1s - loss: 2.0874e-04 - accuracy: 1.0000For batch 934, loss is  0.0001.
935/937 [============================>.] - ETA: 0s - loss: 2.0857e-04 - accuracy: 1.0000For batch 935, loss is  0.0001.
936/937 [============================>.] - ETA: 0s - loss: 2.0841e-04 - accuracy: 1.0000For batch 936, loss is  0.0000.
 For batch 0, loss is  0.0341.
 For batch 1, loss is  0.1087.
 For batch 2, loss is  0.0460.
 For batch 3, loss is  0.0529.
 For batch 4, loss is  0.0215.
 For batch 5, loss is  0.0302.
 For batch 6, loss is  0.0026.
 For batch 7, loss is  0.0638.
 For batch 8, loss is  0.0586.
 For batch 9, loss is  0.0684.
 For batch 10, loss is  0.0564.
 For batch 11, loss is  0.0375.
 For batch 12, loss is  0.0076.
 For batch 13, loss is  0.0277.
 For batch 14, loss is  0.0316.
 For batch 15, loss is  0.0141.
 For batch 16, loss is  0.0328.
 For batch 17, loss is  0.0779.
 For batch 18, loss is  0.0020.
 For batch 19, loss is  0.0445.
 For batch 20, loss is  0.0336.
 For batch 21, loss is  0.0888.
 For batch 22, loss is  0.0515.
 For batch 23, loss is  0.0405.
 For batch 24, loss is  0.0123.
 For batch 25, loss is  0.0471.
 For batch 26, loss is  0.0703.
 For batch 27, loss is  0.0533.
 For batch 28, loss is  0.0284.
 For batch 29, loss is  0.0345.
 For batch 30, loss is  0.0021.
 For batch 31, loss is  0.0644.
 For batch 32, loss is  0.0354.
 For batch 33, loss is  0.0655.
 For batch 34, loss is  0.0043.
 For batch 35, loss is  0.0546.
 For batch 36, loss is  0.0277.
 For batch 37, loss is  0.0292.
 For batch 38, loss is  0.0377.
 For batch 39, loss is  0.0507.
 For batch 40, loss is  0.0023.
 For batch 41, loss is  0.0389.
 For batch 42, loss is  0.0182.
 For batch 43, loss is  0.0024.
 For batch 44, loss is  0.1135.
 For batch 45, loss is  0.0016.
 For batch 46, loss is  0.0289.
 For batch 47, loss is  0.0503.
 For batch 48, loss is  0.1119.
 For batch 49, loss is  0.0384.
 For batch 50, loss is  0.1251.
 For batch 51, loss is  0.0939.
 For batch 52, loss is  0.0104.
 For batch 53, loss is  0.0302.
 For batch 54, loss is  0.0046.
 For batch 55, loss is  0.0020.
 For batch 56, loss is  0.0249.
 For batch 57, loss is  0.1069.
 For batch 58, loss is  0.0384.
 For batch 59, loss is  0.0397.
 For batch 60, loss is  0.0629.
 For batch 61, loss is  0.0093.
 For batch 62, loss is  0.0120.
 For batch 63, loss is  0.0608.
 For batch 64, loss is  0.0596.
 For batch 65, loss is  0.0280.
 For batch 66, loss is  0.0778.
 For batch 67, loss is  0.0477.
 For batch 68, loss is  0.0280.
 For batch 69, loss is  0.0278.
 For batch 70, loss is  0.0742.
 For batch 71, loss is  0.0458.
 For batch 72, loss is  0.0624.
 For batch 73, loss is  0.0687.
 For batch 74, loss is  0.0362.
 For batch 75, loss is  0.0127.
 For batch 76, loss is  0.0546.
 For batch 77, loss is  0.0328.
 For batch 78, loss is  0.0600.
 For batch 79, loss is  0.0347.
 For batch 80, loss is  0.0407.
 For batch 81, loss is  0.0061.
 For batch 82, loss is  0.0234.
 For batch 83, loss is  0.0186.
 For batch 84, loss is  0.0503.
 For batch 85, loss is  0.0423.
 For batch 86, loss is  0.0157.
 For batch 87, loss is  0.0221.
 For batch 88, loss is  0.0014.
 For batch 89, loss is  0.0571.
 For batch 90, loss is  0.0979.
 For batch 91, loss is  0.0347.
 For batch 92, loss is  0.0568.
 For batch 93, loss is  0.0032.
 For batch 94, loss is  0.0905.
 For batch 95, loss is  0.0065.
 For batch 96, loss is  0.0059.
 For batch 97, loss is  0.0626.
 For batch 98, loss is  0.0056.
 For batch 99, loss is  0.0484.
 For batch 100, loss is  0.0045.
 For batch 101, loss is  0.0007.
 For batch 102, loss is  0.0716.
 For batch 103, loss is  0.1168.
 For batch 104, loss is  0.0237.
 For batch 105, loss is  0.0219.
 For batch 106, loss is  0.0210.
 For batch 107, loss is  0.0302.
 For batch 108, loss is  0.0487.
 For batch 109, loss is  0.1094.
 For batch 110, loss is  0.0061.
 For batch 111, loss is  0.0884.
 For batch 112, loss is  0.0786.
 For batch 113, loss is  0.0674.
 For batch 114, loss is  0.0248.
 For batch 115, loss is  0.0531.
 For batch 116, loss is  0.0679.
937/937 [==============================] - 507s 542ms/step - loss: 2.0822e-04 - accuracy: 1.0000 - val_loss: 0.0423 - val_accuracy: 0.9911
Epoch 3/10
For batch 0, loss is  0.0002.
  1/937 [..............................] - ETA: 13:53 - loss: 1.6347e-04 - accuracy: 1.0000For batch 1, loss is  0.0000.
  2/937 [..............................] - ETA: 10:45 - loss: 9.5376e-05 - accuracy: 1.0000For batch 2, loss is  0.0000.
  3/937 [..............................] - ETA: 9:42 - loss: 6.9770e-05 - accuracy: 1.0000 For batch 3, loss is  0.0001.
  4/937 [..............................] - ETA: 9:11 - loss: 7.0212e-05 - accuracy: 1.0000For batch 4, loss is  0.0000.
  5/937 [..............................] - ETA: 8:52 - loss: 6.1493e-05 - accuracy: 1.0000For batch 5, loss is  0.0001.
  6/937 [..............................] - ETA: 8:39 - loss: 5.9663e-05 - accuracy: 1.0000For batch 6, loss is  0.0000.
  7/937 [..............................] - ETA: 8:35 - loss: 5.5091e-05 - accuracy: 1.0000For batch 7, loss is  0.0000.
  8/937 [..............................] - ETA: 8:26 - loss: 4.9777e-05 - accuracy: 1.0000For batch 8, loss is  0.0001.
  9/937 [..............................] - ETA: 8:20 - loss: 5.7935e-05 - accuracy: 1.0000For batch 9, loss is  0.0008.
 10/937 [..............................] - ETA: 8:15 - loss: 1.3225e-04 - accuracy: 1.0000For batch 10, loss is  0.0000.
 11/937 [..............................] - ETA: 8:10 - loss: 1.2281e-04 - accuracy: 1.0000For batch 11, loss is  0.0018.
 12/937 [..............................] - ETA: 8:07 - loss: 2.5951e-04 - accuracy: 1.0000For batch 12, loss is  0.0000.
 13/937 [..............................] - ETA: 8:03 - loss: 2.4122e-04 - accuracy: 1.0000For batch 13, loss is  0.0002.
 14/937 [..............................] - ETA: 8:01 - loss: 2.3966e-04 - accuracy: 1.0000For batch 14, loss is  0.0001.
 15/937 [..............................] - ETA: 7:59 - loss: 2.2740e-04 - accuracy: 1.0000For batch 15, loss is  0.0001.
 16/937 [..............................] - ETA: 7:57 - loss: 2.2090e-04 - accuracy: 1.0000For batch 16, loss is  0.0000.
 17/937 [..............................] - ETA: 7:55 - loss: 2.1018e-04 - accuracy: 1.0000For batch 17, loss is  0.0000.
 18/937 [..............................] - ETA: 7:53 - loss: 1.9926e-04 - accuracy: 1.0000For batch 18, loss is  0.0000.
 19/937 [..............................] - ETA: 7:51 - loss: 1.8930e-04 - accuracy: 1.0000For batch 19, loss is  0.0000.
 20/937 [..............................] - ETA: 7:50 - loss: 1.8094e-04 - accuracy: 1.0000For batch 20, loss is  0.0000.
 21/937 [..............................] - ETA: 7:48 - loss: 1.7364e-04 - accuracy: 1.0000For batch 21, loss is  0.0000.
 22/937 [..............................] - ETA: 7:47 - loss: 1.6792e-04 - accuracy: 1.0000For batch 22, loss is  0.0000.
 23/937 [..............................] - ETA: 7:46 - loss: 1.6112e-04 - accuracy: 1.0000For batch 23, loss is  0.0000.
 24/937 [..............................] - ETA: 7:44 - loss: 1.5503e-04 - accuracy: 1.0000For batch 24, loss is  0.0000.
 25/937 [..............................] - ETA: 7:43 - loss: 1.4967e-04 - accuracy: 1.0000For batch 25, loss is  0.0000.
 26/937 [..............................] - ETA: 7:42 - loss: 1.4487e-04 - accuracy: 1.0000For batch 26, loss is  0.0000.
 27/937 [..............................] - ETA: 7:41 - loss: 1.4023e-04 - accuracy: 1.0000For batch 27, loss is  0.0001.
 28/937 [..............................] - ETA: 7:40 - loss: 1.3743e-04 - accuracy: 1.0000For batch 28, loss is  0.0000.
 29/937 [..............................] - ETA: 7:39 - loss: 1.3349e-04 - accuracy: 1.0000For batch 29, loss is  0.0000.
 30/937 [..............................] - ETA: 7:38 - loss: 1.2941e-04 - accuracy: 1.0000For batch 30, loss is  0.0000.
 31/937 [..............................] - ETA: 7:37 - loss: 1.2616e-04 - accuracy: 1.0000For batch 31, loss is  0.0001.
 32/937 [>.............................] - ETA: 7:36 - loss: 1.2414e-04 - accuracy: 1.0000For batch 32, loss is  0.0000.
 33/937 [>.............................] - ETA: 7:35 - loss: 1.2132e-04 - accuracy: 1.0000For batch 33, loss is  0.0002.
 34/937 [>.............................] - ETA: 7:34 - loss: 1.2256e-04 - accuracy: 1.0000For batch 34, loss is  0.0000.
 35/937 [>.............................] - ETA: 7:34 - loss: 1.1955e-04 - accuracy: 1.0000For batch 35, loss is  0.0001.
 36/937 [>.............................] - ETA: 7:33 - loss: 1.2032e-04 - accuracy: 1.0000For batch 36, loss is  0.0000.
 37/937 [>.............................] - ETA: 7:32 - loss: 1.1781e-04 - accuracy: 1.0000For batch 37, loss is  0.0000.
 38/937 [>.............................] - ETA: 7:32 - loss: 1.1496e-04 - accuracy: 1.0000For batch 38, loss is  0.0000.
 39/937 [>.............................] - ETA: 7:31 - loss: 1.1231e-04 - accuracy: 1.0000For batch 39, loss is  0.0000.
 40/937 [>.............................] - ETA: 7:30 - loss: 1.0977e-04 - accuracy: 1.0000For batch 40, loss is  0.0000.
 41/937 [>.............................] - ETA: 7:30 - loss: 1.0723e-04 - accuracy: 1.0000For batch 41, loss is  0.0000.
 42/937 [>.............................] - ETA: 7:29 - loss: 1.0492e-04 - accuracy: 1.0000For batch 42, loss is  0.0000.
 43/937 [>.............................] - ETA: 7:29 - loss: 1.0338e-04 - accuracy: 1.0000For batch 43, loss is  0.0000.
 44/937 [>.............................] - ETA: 7:29 - loss: 1.0150e-04 - accuracy: 1.0000For batch 44, loss is  0.0001.
 45/937 [>.............................] - ETA: 7:28 - loss: 1.0043e-04 - accuracy: 1.0000For batch 45, loss is  0.0000.
 46/937 [>.............................] - ETA: 7:27 - loss: 9.9049e-05 - accuracy: 1.0000For batch 46, loss is  0.0000.
 47/937 [>.............................] - ETA: 7:27 - loss: 9.7208e-05 - accuracy: 1.0000For batch 47, loss is  0.0002.
 48/937 [>.............................] - ETA: 7:26 - loss: 9.9202e-05 - accuracy: 1.0000For batch 48, loss is  0.0051.
 49/937 [>.............................] - ETA: 7:26 - loss: 2.0172e-04 - accuracy: 0.9999For batch 49, loss is  0.0002.
 50/937 [>.............................] - ETA: 7:26 - loss: 2.0210e-04 - accuracy: 0.9999For batch 50, loss is  0.0000.
 51/937 [>.............................] - ETA: 7:25 - loss: 1.9860e-04 - accuracy: 0.9999For batch 51, loss is  0.0000.
 52/937 [>.............................] - ETA: 7:24 - loss: 1.9565e-04 - accuracy: 0.9999For batch 52, loss is  0.0001.
 53/937 [>.............................] - ETA: 7:23 - loss: 1.9472e-04 - accuracy: 0.9999For batch 53, loss is  0.0002.
 54/937 [>.............................] - ETA: 7:23 - loss: 1.9493e-04 - accuracy: 0.9999For batch 54, loss is  0.0002.
 55/937 [>.............................] - ETA: 7:22 - loss: 1.9422e-04 - accuracy: 0.9999For batch 55, loss is  0.0001.
 56/937 [>.............................] - ETA: 7:21 - loss: 1.9173e-04 - accuracy: 0.9999For batch 56, loss is  0.0000.
 57/937 [>.............................] - ETA: 7:21 - loss: 1.8867e-04 - accuracy: 0.9999For batch 57, loss is  0.0034.
 58/937 [>.............................] - ETA: 7:20 - loss: 2.4395e-04 - accuracy: 0.9999For batch 58, loss is  0.0000.
 59/937 [>.............................] - ETA: 7:19 - loss: 2.3996e-04 - accuracy: 0.9999For batch 59, loss is  0.0001.
 60/937 [>.............................] - ETA: 7:19 - loss: 2.3682e-04 - accuracy: 0.9999For batch 60, loss is  0.0000.
 61/937 [>.............................] - ETA: 7:18 - loss: 2.3334e-04 - accuracy: 0.9999For batch 61, loss is  0.0000.
 62/937 [>.............................] - ETA: 7:18 - loss: 2.2981e-04 - accuracy: 0.9999For batch 62, loss is  0.0000.
 63/937 [=>............................] - ETA: 7:17 - loss: 2.2674e-04 - accuracy: 0.9999For batch 63, loss is  0.0000.
 64/937 [=>............................] - ETA: 7:16 - loss: 2.2363e-04 - accuracy: 0.9999For batch 64, loss is  0.0000.
 65/937 [=>............................] - ETA: 7:16 - loss: 2.2062e-04 - accuracy: 0.9999For batch 65, loss is  0.0000.
 66/937 [=>............................] - ETA: 7:15 - loss: 2.1772e-04 - accuracy: 0.9999For batch 66, loss is  0.0000.
 67/937 [=>............................] - ETA: 7:15 - loss: 2.1492e-04 - accuracy: 0.9999For batch 67, loss is  0.0000.
 68/937 [=>............................] - ETA: 7:14 - loss: 2.1188e-04 - accuracy: 0.9999For batch 68, loss is  0.0000.
 69/937 [=>............................] - ETA: 7:14 - loss: 2.0895e-04 - accuracy: 0.9999For batch 69, loss is  0.0000.
 70/937 [=>............................] - ETA: 7:13 - loss: 2.0612e-04 - accuracy: 0.9999For batch 70, loss is  0.0001.
 71/937 [=>............................] - ETA: 7:13 - loss: 2.0516e-04 - accuracy: 0.9999For batch 71, loss is  0.0000.
 72/937 [=>............................] - ETA: 7:12 - loss: 2.0252e-04 - accuracy: 0.9999For batch 72, loss is  0.0000.
 73/937 [=>............................] - ETA: 7:11 - loss: 2.0016e-04 - accuracy: 0.9999For batch 73, loss is  0.0000.
 74/937 [=>............................] - ETA: 7:11 - loss: 1.9760e-04 - accuracy: 0.9999For batch 74, loss is  0.0001.
 75/937 [=>............................] - ETA: 7:10 - loss: 1.9623e-04 - accuracy: 0.9999For batch 75, loss is  0.0000.
 76/937 [=>............................] - ETA: 7:10 - loss: 1.9376e-04 - accuracy: 0.9999For batch 76, loss is  0.0002.
 77/937 [=>............................] - ETA: 7:09 - loss: 1.9319e-04 - accuracy: 0.9999For batch 77, loss is  0.0000.
 78/937 [=>............................] - ETA: 7:08 - loss: 1.9089e-04 - accuracy: 0.9999For batch 78, loss is  0.0000.
 79/937 [=>............................] - ETA: 7:08 - loss: 1.8865e-04 - accuracy: 0.9999For batch 79, loss is  0.0000.
 80/937 [=>............................] - ETA: 7:07 - loss: 1.8668e-04 - accuracy: 0.9999For batch 80, loss is  0.0000.
 81/937 [=>............................] - ETA: 7:07 - loss: 1.8467e-04 - accuracy: 0.9999For batch 81, loss is  0.0000.
 82/937 [=>............................] - ETA: 7:06 - loss: 1.8257e-04 - accuracy: 0.9999For batch 82, loss is  0.0000.
 83/937 [=>............................] - ETA: 7:06 - loss: 1.8056e-04 - accuracy: 0.9999For batch 83, loss is  0.0000.
 84/937 [=>............................] - ETA: 7:05 - loss: 1.7848e-04 - accuracy: 0.9999For batch 84, loss is  0.0000.
 85/937 [=>............................] - ETA: 7:04 - loss: 1.7691e-04 - accuracy: 0.9999For batch 85, loss is  0.0000.
 86/937 [=>............................] - ETA: 7:04 - loss: 1.7495e-04 - accuracy: 0.9999For batch 86, loss is  0.0000.
 87/937 [=>............................] - ETA: 7:03 - loss: 1.7312e-04 - accuracy: 0.9999For batch 87, loss is  0.0001.
 88/937 [=>............................] - ETA: 7:03 - loss: 1.7208e-04 - accuracy: 0.9999For batch 88, loss is  0.0000.
 89/937 [=>............................] - ETA: 7:02 - loss: 1.7027e-04 - accuracy: 0.9999For batch 89, loss is  0.0000.
 90/937 [=>............................] - ETA: 7:02 - loss: 1.6874e-04 - accuracy: 0.9999For batch 90, loss is  0.0000.
 91/937 [=>............................] - ETA: 7:01 - loss: 1.6726e-04 - accuracy: 0.9999For batch 91, loss is  0.0000.
 92/937 [=>............................] - ETA: 7:00 - loss: 1.6588e-04 - accuracy: 0.9999For batch 92, loss is  0.0000.
 93/937 [=>............................] - ETA: 7:00 - loss: 1.6428e-04 - accuracy: 0.9999For batch 93, loss is  0.0000.
 94/937 [==>...........................] - ETA: 6:59 - loss: 1.6262e-04 - accuracy: 0.9999For batch 94, loss is  0.0000.
 95/937 [==>...........................] - ETA: 6:59 - loss: 1.6110e-04 - accuracy: 0.9999For batch 95, loss is  0.0002.
 96/937 [==>...........................] - ETA: 6:58 - loss: 1.6142e-04 - accuracy: 0.9999For batch 96, loss is  0.0003.
 97/937 [==>...........................] - ETA: 6:58 - loss: 1.6273e-04 - accuracy: 0.9999For batch 97, loss is  0.0000.
 98/937 [==>...........................] - ETA: 6:57 - loss: 1.6131e-04 - accuracy: 0.9999For batch 98, loss is  0.0000.
